virus_taxid,h2h_prob,zoo_prob,h2h_pseudo,zoo_pseudo,is_labelled,umap_x,umap_y,umap_z
10593,0.9562,0.0444,1,0,True,8.4567,14.655413,6.692849
10595,0.9962,0.0031,1,0,True,5.924745,9.987247,6.571619
10596,0.9982,0.0093,1,0,True,4.471932,1.9256082,2.1254067
10598,0.9979,0.0078,1,0,True,2.1062837,-1.9366531,4.9832363
10599,0.9732,0.0368,1,0,True,1.7058494,-3.9294603,5.443546
10600,0.842,0.4158,0,0,False,8.47534,18.911043,7.383831
10607,0.9904,0.0169,1,0,True,2.1394408,-2.477302,5.175531
10611,0.9895,0.031,1,0,True,6.8303614,11.092221,7.0599394
10615,0.9691,0.0338,1,0,True,7.8695316,12.770669,6.7397423
10616,0.9999,0.0002,1,0,True,5.0207267,1.3989733,1.9168535
10617,0.996,0.0122,1,0,True,4.317794,1.1670811,2.4258473
10618,0.9864,0.0492,1,0,True,8.388406,18.758139,7.3878994
10620,0.9732,0.0288,1,0,True,7.2378364,11.527235,7.1030626
10623,0.9958,0.0129,1,0,False,5.3356805,1.3414937,1.9479059
10640,0.9772,0.0236,1,0,False,5.489575,2.1466677,1.1729422
10641,0.9896,0.0112,1,0,False,4.6459084,1.8033482,1.6008794
10651,0.3823,0.4023,0,0,False,4.89768,8.380958,6.675644
10653,0.6454,0.3278,0,0,False,2.578681,1.2396219,2.8272586
10654,0.1886,0.773,0,0,False,3.3347347,1.4033499,2.7504375
10658,0.4748,0.7608,0,0,False,7.2117987,7.219261,4.8417754
10666,0.3045,0.6779,0,0,False,1.2675128,0.28791732,3.4135938
10680,0.31,0.6132,0,0,False,5.969846,8.393921,6.1701307
10682,0.9881,0.0129,1,0,False,6.0194397,1.9104977,1.9525535
10689,0.4247,0.5785,0,0,False,6.46174,2.4105976,1.4616029
10692,0.3044,0.6782,0,0,False,1.2769043,0.20216054,3.2548463
10693,0.3036,0.6793,0,0,False,1.3150231,0.25941476,3.2531245
10702,0.4311,0.7958,0,0,False,8.87864,6.1912236,4.5502496
10704,0.9663,0.9509,1,1,False,8.838323,3.4622786,2.625995
10713,0.0,0.0,0,0,False,7.2584,2.453263,4.2354317
10717,0.9386,0.062,1,0,False,5.9882674,2.3291752,1.3075386
10719,0.9813,0.0229,1,0,False,8.879617,4.1269035,3.6777542
10730,0.0,0.0,0,0,False,5.984672,-2.5768244,0.46337658
10732,0.2888,0.9464,0,1,False,8.830892,7.0460477,4.611613
10747,0.8474,0.1595,0,0,False,4.613097,1.3233494,2.2294805
10748,0.9945,0.0257,1,0,False,4.8097773,1.5314921,1.8930795
10757,0.9968,0.0051,1,0,False,5.0140057,1.5312774,1.7340283
10759,1.0,0.0006,1,0,False,5.032596,2.67912,3.6119475
10760,0.1161,0.8985,0,0,False,7.4662967,7.6197023,5.320623
10784,0.2215,0.7555,0,0,False,8.048252,10.547513,6.5892067
10788,0.6886,0.6497,0,0,False,7.545504,19.684755,7.2693324
10794,0.5006,0.5558,0,0,False,6.142383,8.834415,6.3182387
10796,0.6094,0.6136,0,0,False,7.932077,19.31445,7.386416
10804,0.9995,0.9483,1,1,True,7.94356,4.1161075,3.3895066
10820,0.107,0.8965,0,0,False,7.6192017,6.963442,4.8232493
10826,0.1192,0.9088,0,1,False,7.670574,8.404826,5.394235
10830,0.4755,0.5352,0,0,False,5.840639,3.8077555,1.9222611
10832,0.0012,0.9993,0,1,False,11.481697,20.365797,6.6140223
10834,0.6758,0.473,0,0,False,7.932489,19.505192,7.3495464
10836,0.9994,0.9818,1,1,False,7.4965563,3.0003567,2.582842
10837,0.6436,0.485,0,0,False,7.6499023,19.751068,7.352991
10838,0.4075,0.4667,0,0,False,7.784719,13.141377,6.157649
10840,0.8479,0.1903,0,0,False,6.6962657,10.374305,6.480661
10845,0.9107,0.0917,1,0,False,6.238563,2.5470502,1.5796455
10849,1.0,0.0,1,0,False,4.934602,2.3513358,2.1962895
10854,0.0578,0.9997,0,1,False,4.294207,1.6810398,2.0264988
10863,0.8085,0.2208,0,0,False,6.343748,2.0245285,2.3325925
10867,0.8774,0.1238,0,0,False,6.445855,2.6587749,0.9697697
10868,0.9765,0.0266,1,0,False,5.6158013,1.89418,1.4981327
10869,0.9786,0.0223,1,0,False,5.5425253,2.0653806,1.4286392
10872,0.9752,0.026,1,0,False,4.8628325,1.6573421,1.5571243
10891,0.8233,0.1669,0,0,False,3.392809,-2.0206861,5.5185323
10913,0.3153,0.8967,0,0,False,7.324297,17.937868,6.819319
10941,0.9275,0.976,1,1,True,7.4299145,18.640715,7.0016823
10943,1.0,0.9997,1,1,True,3.463103,5.6291227,5.1033683
10967,0.2924,0.9016,0,1,False,7.340322,17.902876,6.7818017
10970,0.2983,0.8934,0,0,False,7.3431277,17.853521,6.777753
11008,0.9596,0.0416,1,0,False,5.8441176,2.0863297,1.4408872
11020,0.0376,0.9675,0,1,True,7.5954556,10.173069,6.4546947
11021,0.1054,0.9461,0,1,True,7.4782434,20.010445,7.4849167
11023,0.0266,0.9826,0,1,True,8.583267,10.706275,5.8882995
11024,0.0373,0.9717,0,1,True,8.598858,14.129505,6.6708484
11029,0.9809,0.9017,1,1,True,8.207608,19.223427,7.4106293
11033,0.019,0.9866,0,1,True,8.1770315,10.138973,5.9184356
11034,0.0908,0.9492,0,1,True,7.5730367,19.736244,7.4129252
11036,0.09,0.9455,0,1,True,8.014824,19.266476,7.2223325
11039,0.0161,0.9943,0,1,True,6.907442,9.054895,5.642791
11041,0.9987,0.0016,1,0,True,9.07878,4.2664914,4.294443
11047,0.9984,0.838,1,0,False,7.4781322,3.3360646,2.3644385
11048,0.976,0.0976,1,0,False,7.341292,3.2407718,2.2786252
11049,0.388,0.5918,0,0,False,8.248306,13.466623,6.6148243
11053,0.9511,0.9468,1,1,True,7.5337853,19.67206,7.270897
11060,0.9482,0.9456,1,1,True,7.445215,19.630804,7.20094
11069,0.9458,0.983,1,1,True,7.415692,19.842762,7.1355457
11070,0.9682,0.9606,1,1,True,7.411216,19.531168,7.202402
11072,0.0893,0.946,0,1,True,7.973307,19.472586,7.5794096
11077,0.0692,0.9309,0,1,True,7.7213635,14.79986,6.6096907
11079,0.0141,0.994,0,1,True,6.766359,7.634941,5.4030275
11080,0.0159,0.983,0,1,True,7.76749,10.243029,6.403852
11082,0.0965,0.9458,0,1,True,7.6759834,19.692034,7.31559
11083,0.0581,0.9555,0,1,True,8.580474,18.054901,7.2387333
11084,0.0548,0.9612,0,1,True,8.533256,18.377205,7.2786536
11085,0.0624,0.9503,0,1,True,8.765538,17.517004,7.2288547
11086,0.0581,0.9541,0,1,True,8.719296,17.795889,7.191155
11089,0.9809,0.9805,1,1,True,8.252927,19.241297,7.5260262
11096,0.7375,0.5699,0,0,False,8.505476,18.753325,7.35426
11099,0.0169,0.9743,0,1,True,5.668841,7.4111323,5.6755176
11120,0.1021,0.9279,0,1,True,8.09762,19.343103,7.449678
11135,0.8645,0.1367,0,0,False,4.818223,4.3377066,2.1283607
11137,0.9855,0.9049,1,1,True,8.339699,18.987638,7.4051204
11138,0.0104,0.985,0,1,True,7.9066744,10.239774,6.207552
11144,0.2893,0.7209,0,0,False,8.297266,10.641836,6.397856
11149,0.858,0.3285,0,0,False,6.9645295,11.334651,6.9245954
11153,0.1641,0.8451,0,0,True,1.7826293,-3.672466,5.445478
11216,0.9668,0.9398,1,1,True,7.6571507,19.531105,7.3177996
11224,0.9885,0.0123,1,0,True,4.7011037,5.8434787,4.3937154
11226,0.9751,0.0252,1,0,True,2.748384,-0.8599757,4.2632904
11234,0.9441,0.9456,1,1,True,7.7305117,19.803354,7.4681053
11240,0.3183,0.7039,0,0,False,6.938176,10.468542,7.416745
11242,0.5092,0.5233,0,0,False,6.395075,9.402624,6.9212523
11246,0.4294,0.1499,0,0,False,4.146093,6.2348523,5.632723
11247,0.7877,0.2337,0,0,False,6.4570427,10.317551,7.0154977
11250,0.9603,0.9631,1,1,True,7.181804,19.215895,6.938858
11263,0.02,0.9829,0,1,True,8.009285,12.998773,7.2093787
11276,0.1331,0.9046,0,1,True,8.108708,19.401726,7.481322
11290,0.3478,0.6628,0,0,False,8.435361,12.720544,6.5335674
11292,0.1034,0.9479,0,1,True,7.663089,19.748753,7.2152214
11303,0.3025,0.9944,0,1,False,3.7445657,1.0945312,2.9291835
11307,0.4093,0.6738,0,0,False,6.6687536,9.513475,6.860985
11318,0.0309,0.9735,0,1,True,7.555317,11.119606,7.0002027
11320,0.8787,0.9824,0,1,True,7.294171,18.159603,6.8213964
11520,0.9577,0.9461,1,1,True,7.4619484,19.251099,7.0154185
11552,0.879,0.4058,0,0,False,8.379504,18.835905,7.4436502
11553,0.4707,0.6714,0,0,False,8.547973,18.263048,7.279722
11569,0.0351,0.9686,0,1,True,7.8930717,11.421338,6.616704
11577,0.0013,0.8582,0,0,False,3.1325743,7.1057835,6.1564164
11590,0.0151,0.1424,0,0,False,5.381252,8.909167,7.0252666
11636,0.4949,0.5981,0,0,False,7.25466,3.4955773,1.7590328
11642,0.0089,0.9646,0,1,True,4.16856,5.623401,5.388881
11660,0.3853,0.8439,0,0,False,6.4313974,8.031112,6.2736816
11663,0.4912,0.4936,0,0,False,5.9170337,7.602705,6.205286
11665,0.9709,0.0439,1,0,False,4.751824,1.7997764,1.9896228
11673,0.979,0.0293,1,0,False,4.671718,1.6345137,1.6058714
11676,0.9669,0.9625,1,1,True,7.3267555,19.181759,7.0111704
11709,0.9761,0.9864,1,1,True,8.081947,12.04435,6.6395154
11723,0.0177,0.987,0,1,True,6.788878,9.0266285,5.9869194
11746,0.9993,0.0011,1,0,False,5.1773496,1.7129073,1.7188985
11757,0.029,0.9881,0,1,True,5.97789,7.85795,5.9764056
11764,0.1856,0.7322,0,0,False,8.309931,9.961502,5.952324
11768,0.0888,0.9355,0,1,False,6.937295,6.504824,4.9745803
11786,0.0088,0.9887,0,1,True,8.144378,10.507204,5.8847556
11788,0.2483,0.7727,0,0,False,8.2280035,10.43053,5.858367
11790,0.699,0.9605,0,1,False,9.481386,5.048126,4.023038
11801,0.9767,0.0326,1,0,False,7.2545013,4.5511765,2.7403316
11809,0.7214,0.9377,0,1,False,7.7913227,9.254071,5.6886997
11819,0.3456,0.9276,0,1,False,7.4755616,6.0962105,4.3594146
11827,1.0,0.0026,1,0,True,7.157913,5.9027815,3.6279936
11830,0.0921,0.9134,0,1,False,7.723344,7.6516256,5.087268
11834,0.2087,0.952,0,1,False,8.012065,9.357382,5.6341662
11837,0.0164,0.9877,0,1,True,8.311975,10.438115,5.7222004
11840,0.0112,0.9988,0,1,True,8.174118,9.073497,5.400005
11855,0.0059,0.9946,0,1,True,6.753269,2.805896,1.3326031
11856,0.0779,0.9458,0,1,False,7.299644,6.601992,4.619808
11867,0.508,0.6127,0,0,False,9.276123,17.696674,7.099771
11884,0.3816,0.7404,0,0,False,8.137179,8.533669,5.241756
11885,0.4871,0.6261,0,0,False,9.145763,17.88725,7.1198916
11886,0.4675,0.64,0,0,False,9.360841,17.94592,7.118581
11901,0.0487,0.9821,0,1,True,8.190797,18.717636,7.1564813
11908,0.9456,0.9857,1,1,True,8.569648,18.475061,7.2221
11909,0.9793,0.9976,1,1,True,8.103725,9.243881,5.319547
11946,0.4667,0.6405,0,0,False,9.351492,17.819107,7.08393
11958,0.4912,0.5195,0,0,False,7.862296,4.175916,2.7768111
11963,0.9735,0.8632,1,0,True,1.6760249,-3.9101765,5.414409
11970,0.0118,0.9915,0,1,True,7.6167407,7.718624,5.2319865
11976,0.6687,0.7046,0,0,False,7.784967,19.178425,7.034025
11978,0.7071,0.2934,0,0,False,6.4334893,4.661517,2.5881214
11983,0.9375,0.9847,1,1,True,8.118125,10.419015,5.9515996
11988,0.4376,0.7997,0,0,False,7.6732173,5.9163394,4.6448255
12018,0.8251,0.6988,0,0,False,7.085243,3.043241,1.8973986
12023,0.9996,0.9826,1,1,False,7.8732305,2.8362496,2.4184618
12024,0.9993,0.8535,1,0,False,7.6530356,3.1370714,2.348407
12041,0.2152,0.7964,0,0,False,7.1341977,6.7405195,4.5288267
12042,0.0011,0.9989,0,1,False,6.3322163,2.7089913,2.6454895
12045,0.7872,0.2513,0,0,False,6.8257933,2.315579,1.9959483
12049,0.8862,0.1469,0,0,False,6.053008,4.0046115,2.0368283
12055,0.0152,0.934,0,1,False,6.56828,5.717212,3.1825814
12056,0.9407,0.0699,1,0,False,6.4981914,5.4118767,3.652121
12060,0.997,0.0121,1,0,True,6.0394588,14.047208,6.790348
12062,0.9925,0.0179,1,0,True,6.0919585,14.054178,6.7747293
12063,1.0,0.0003,1,0,True,5.716854,11.525243,6.4776835
12064,0.8898,0.1909,0,0,False,6.0249076,15.571517,7.5482283
12066,0.733,0.4207,0,0,False,6.2402406,15.290166,7.009561
12067,0.9796,0.8739,1,0,True,1.7832551,-3.2694983,5.262587
12069,0.9999,0.9016,1,1,True,5.973734,16.346287,7.715644
12071,1.0,0.8949,1,0,True,6.181546,16.547,7.727527
12072,1.0,0.8949,1,0,True,6.257967,16.684666,7.7491374
12073,0.9999,0.9992,1,1,True,7.137211,3.2110949,2.13131
12074,0.9879,0.8625,1,0,True,6.2119737,14.583973,6.8017273
12075,0.1143,0.9076,0,1,True,6.169128,15.072655,6.9898562
12078,0.9991,0.0012,1,0,True,5.7383733,9.449768,5.632132
12080,0.9943,0.8631,1,0,True,6.1705585,15.653631,7.130343
12083,0.9902,0.0851,1,0,True,6.386749,15.782757,6.9487143
12086,0.9965,0.0892,1,0,True,6.342827,16.061594,7.1215086
12089,1.0,0.8969,1,0,True,6.11761,16.482004,7.698177
12090,1.0,0.9018,1,1,True,6.045269,16.102997,7.511865
12092,0.9628,0.9496,1,1,True,8.549413,17.338297,7.0375504
12104,0.0051,0.9991,0,1,True,7.7062287,9.433384,5.5640526
12111,0.0258,0.9942,0,1,True,7.6700234,5.3040137,3.6770756
12116,0.0501,0.9506,0,1,True,7.7520204,7.6157994,4.80361
12118,0.052,0.9884,0,1,True,8.309078,18.751,7.252151
12122,0.8338,0.0874,0,0,False,7.5916495,5.807539,4.5085535
12124,0.0612,0.972,0,1,False,7.8083825,9.050502,5.6326165
12130,0.9878,0.0164,1,0,True,5.569684,15.584488,7.498857
12131,0.9998,0.0014,1,0,True,5.4575815,14.358952,7.397412
12132,0.9959,0.0144,1,0,True,5.2564745,15.048579,7.6799083
12135,0.9991,0.0126,1,0,True,5.6104226,16.199331,7.7701955
12139,0.5877,0.4045,0,0,False,6.972309,4.041248,1.9061884
12142,0.873,0.1327,0,0,False,6.733228,3.802868,1.9885261
12143,0.0389,0.9358,0,1,False,6.5721946,4.7676497,2.8420582
12144,0.1833,0.8309,0,0,False,7.1873927,6.5159125,4.550478
12145,0.046,0.9421,0,1,False,6.8202286,3.800446,2.0351965
12151,0.9985,0.9707,1,1,False,7.450018,3.052307,2.1233582
12152,0.935,0.5287,1,0,False,7.0631537,2.7919223,2.376521
12153,0.0722,0.9724,0,1,False,7.097665,2.9270763,2.4921124
12154,0.0558,0.8764,0,0,False,7.4962225,4.4040036,3.4682236
12158,0.6767,0.3341,0,0,False,7.345807,3.7828884,2.460266
12161,0.8796,0.2897,0,0,False,6.7843246,2.8727524,2.0156152
12162,0.9974,0.9948,1,1,False,7.6645217,2.7293234,2.4193475
12165,0.9337,0.0906,1,0,False,6.133992,2.7497544,1.2818342
12166,0.8879,0.1141,0,0,False,6.6772213,3.9393182,1.6929754
12167,0.4386,0.7148,0,0,False,6.4084907,8.462479,6.271897
12169,0.5165,0.5347,0,0,False,7.8871074,12.90126,6.790966
12173,0.4228,0.5673,0,0,False,6.9353437,3.7714012,2.2634294
12175,0.9372,0.0648,1,0,False,6.0358357,2.4923267,1.2713033
12177,0.1643,0.6063,0,0,False,7.578806,10.570058,6.1653433
12178,0.3052,0.7548,0,0,False,7.144784,4.215726,2.5397542
12179,0.0589,0.8798,0,0,False,7.547233,8.863279,5.4537325
12180,1.0,0.0026,1,0,False,5.9568725,7.378552,5.164053
12181,0.3497,0.4207,0,0,False,7.770405,12.209925,7.0455103
12182,0.9187,0.0814,1,0,False,5.4180164,4.7331023,2.2661855
12183,0.7982,0.5175,0,0,False,7.6397586,19.5505,7.425631
12187,0.4713,0.753,0,0,False,7.65612,9.380254,6.200123
12188,0.9665,0.0819,1,0,False,6.4433722,7.149852,4.294342
12194,0.0702,0.8419,0,0,False,7.261046,4.520963,2.724134
12196,0.4784,0.5193,0,0,False,4.870244,3.9592004,2.5449362
12197,0.9972,0.0063,1,0,False,4.7588077,1.3400983,1.9583455
12198,0.563,0.5306,0,0,False,7.0732837,11.389815,7.3109174
12199,0.3643,0.7365,0,0,False,7.9040604,11.493963,6.713624
12202,0.7378,0.263,0,0,False,5.6286287,3.3288257,1.9627507
12203,0.3218,0.6812,0,0,False,7.809845,11.832047,6.9415574
12204,0.8274,0.1729,0,0,False,5.719667,4.0682526,2.1086986
12205,0.3357,0.5414,0,0,False,5.983375,8.5111475,6.61404
12208,0.3663,0.6337,0,0,False,5.802094,4.4682083,1.9797184
12209,0.94,0.0666,1,0,False,6.1612167,3.4455786,1.1873783
12210,0.8888,0.1129,0,0,False,5.822758,3.3046558,1.7719975
12211,0.7276,0.6367,0,0,False,7.5494847,19.592878,7.179398
12215,0.1735,0.8263,0,0,False,7.3782687,10.517552,6.9579415
12216,0.6531,0.6835,0,0,False,7.702872,19.460487,7.181635
12222,0.8055,0.4935,0,0,False,8.508088,18.690727,7.373342
12224,0.8518,0.1483,0,0,False,5.3260407,4.3012147,1.9765371
12227,0.7638,0.2371,0,0,False,5.8335667,3.2336342,1.6839265
12228,0.4879,0.5128,0,0,False,5.0014234,3.2632158,2.0622327
12230,0.6734,0.7839,0,0,False,7.549662,19.301504,7.1323376
12232,0.952,0.0485,1,0,False,4.5787816,4.9822164,2.632401
12235,0.5444,0.6569,0,0,False,7.7852335,19.885283,7.514179
12238,0.9797,0.0216,1,0,False,5.486534,1.9284774,1.5311399
12239,0.9433,0.0591,1,0,False,5.6896367,4.3565145,1.7340484
12241,0.9994,0.3684,1,0,False,5.5516777,6.31122,3.3950686
12242,0.3646,0.7445,0,0,False,8.58485,16.48146,6.9227715
12253,0.4822,0.5466,0,0,False,7.779898,12.535687,6.7322073
12285,0.9089,0.0985,1,0,False,6.1822176,2.9818852,1.1156183
12287,0.9447,0.0566,1,0,False,5.9428735,2.6285036,1.2822466
12288,0.071,0.9252,0,1,False,6.78388,3.9740705,2.4287505
12336,0.0,1.0,0,1,False,4.1434684,1.6515939,2.6868403
12348,0.9483,0.1041,1,0,False,6.7255945,3.0656419,1.5174546
12353,0.998,0.0015,1,0,False,4.7442913,1.868732,3.893636
12390,0.6889,0.309,0,0,False,4.6182346,2.4847372,1.8702643
12402,0.7841,0.2685,0,0,False,4.9209747,1.4110434,1.9992979
12417,0.9445,0.0599,1,0,False,4.932866,1.7990587,2.0221887
12430,0.1398,0.9268,0,1,False,6.460855,8.531583,6.201224
12431,0.2054,0.7577,0,0,False,6.6661196,3.8602054,1.9647815
12432,0.3053,0.867,0,0,False,6.945206,9.132179,6.234939
12433,0.0039,0.8899,0,0,False,7.119341,4.455051,2.244101
12436,0.8885,0.1607,0,0,False,2.7105708,-1.51524,4.926921
12450,0.7607,0.2393,0,0,False,6.669609,3.9862666,1.9515966
12455,0.9842,0.7867,1,0,False,7.322411,3.0401673,2.0912313
12456,0.9802,0.0095,1,0,True,2.8444865,-1.607134,5.343026
12458,0.8571,0.1444,0,0,False,6.5056734,3.9384983,1.5781193
12470,0.9348,0.0675,1,0,False,6.922474,3.112343,1.6850294
12471,0.3848,0.7367,0,0,False,6.851717,9.090684,6.232062
12472,0.8869,0.1162,0,0,False,6.2584243,2.7045019,2.2910616
12473,0.9382,0.0628,1,0,False,6.2503247,3.2612069,1.418774
12475,0.999,0.9972,1,1,False,9.155464,14.699174,6.592489
12480,0.015,0.9882,0,1,True,8.193584,12.017919,6.781282
12509,0.487,0.6158,0,0,False,8.819768,18.118013,7.1503453
12524,0.9441,0.0561,1,0,False,6.2280097,2.7257721,1.341268
12530,0.9032,0.0968,1,0,False,6.6918483,3.0282376,1.8350273
12538,0.0288,0.9733,0,1,True,7.3880906,11.04282,7.0391073
12542,0.0647,0.9481,0,1,True,8.697012,17.787262,7.10775
12558,0.6835,0.3076,0,0,False,6.835629,3.835989,1.742678
12615,0.3996,0.6071,0,0,False,6.973865,3.6414392,2.3167973
12618,0.0995,0.9549,0,1,True,7.7810555,19.466604,7.385588
12627,0.4058,0.8132,0,0,False,7.5621114,9.445945,6.208861
12637,0.9494,0.9555,1,1,True,7.5394535,19.623043,7.2336297
12639,0.3955,0.6699,0,0,False,8.363275,12.82281,6.7064137
12643,0.0366,0.9745,0,1,True,8.605259,16.005102,6.7105227
12657,0.3308,0.8393,0,0,False,8.170219,11.6262045,6.150488
12663,0.9093,0.0908,1,0,False,6.320092,2.6514297,1.3625073
12701,0.9981,0.0084,1,0,True,2.661084,-1.32277,4.515478
12721,0.9999,0.0004,1,0,True,4.903433,4.570089,2.3121576
12730,0.9459,0.9281,1,1,True,8.1980715,19.060286,7.466758
12742,0.9589,0.043,1,0,False,5.1556234,1.7054039,1.8864923
12777,0.9069,0.0931,1,0,False,6.116917,3.5044727,1.2216567
12783,0.8416,0.1143,0,0,False,3.399795,-2.2947357,5.820641
12809,0.1091,0.8177,0,0,False,6.700715,3.4482818,1.92842
12814,0.9779,0.8953,1,0,True,2.659587,-2.8611374,5.6025453
12844,0.1174,0.8849,0,0,False,6.8590465,8.893366,6.4605036
12870,0.9655,0.0399,1,0,True,4.1823435,0.8697991,2.2222438
12881,0.9588,0.0434,1,0,False,6.011167,4.6403017,2.0037723
