virus_taxid,virus_family,true_label,predicted_prob,predicted_label,correct,error_type
11069,Flaviviridae,1,0.5757,1,True,correct
11070,Flaviviridae,1,0.6432,1,True,correct
11072,Flaviviridae,1,0.8268,1,True,correct
11077,Flaviviridae,1,0.5112,1,True,correct
11079,Flaviviridae,1,0.8215,1,True,correct
11080,Flaviviridae,1,0.8185,1,True,correct
11082,Flaviviridae,1,0.8711,1,True,correct
11083,Flaviviridae,1,0.5539,1,True,correct
11084,Flaviviridae,1,0.8973,1,True,correct
11085,Flaviviridae,1,0.6167,1,True,correct
11086,Flaviviridae,1,0.7572,1,True,correct
11089,Flaviviridae,1,0.5671,1,True,correct
11099,Pestiviridae,1,0.5149,1,True,correct
11120,Coronaviridae,1,0.4,0,False,false_negative
11137,Coronaviridae,1,0.6106,1,True,correct
11138,Coronaviridae,1,0.5314,1,True,correct
11153,Coronaviridae,1,0.0426,0,False,false_negative
11216,Paramyxoviridae,1,0.8384,1,True,correct
11224,Paramyxoviridae,0,0.5202,1,False,false_positive
11250,Pneumoviridae,1,0.5665,1,True,correct
11263,Pneumoviridae,1,0.3152,0,False,false_negative
11276,Rhabdoviridae,1,0.7512,1,True,correct
11292,Rhabdoviridae,1,0.8964,1,True,correct
11318,Orthomyxoviridae,1,0.913,1,True,correct
11320,Orthomyxoviridae,1,0.8593,1,True,correct
11520,Orthomyxoviridae,1,0.8867,1,True,correct
11569,Orthomyxoviridae,1,0.9065,1,True,correct
11642,Retroviridae,1,0.3948,0,False,false_negative
11676,Retroviridae,1,0.7499,1,True,correct
11709,Retroviridae,1,0.7584,1,True,correct
11723,Retroviridae,1,0.5453,1,True,correct
11757,Retroviridae,1,0.8385,1,True,correct
11786,Retroviridae,1,0.9543,1,True,correct
11827,Retroviridae,0,0.527,1,False,false_positive
11840,Retroviridae,1,0.936,1,True,correct
11855,Retroviridae,1,0.3097,0,False,false_negative
11901,Retroviridae,1,0.7874,1,True,correct
11908,Retroviridae,1,0.2979,0,False,false_negative
11909,Retroviridae,1,0.8557,1,True,correct
11963,Retroviridae,1,0.0694,0,False,false_negative
11970,Retroviridae,1,0.8421,1,True,correct
12060,Picornaviridae,0,0.0304,0,True,correct
12063,Picornaviridae,0,0.0685,0,True,correct
12067,Picornaviridae,1,0.0607,0,False,false_negative
12069,Picornaviridae,1,0.2113,0,False,false_negative
12071,Picornaviridae,1,0.1922,0,False,false_negative
12072,Picornaviridae,1,0.3155,0,False,false_negative
12073,Picornaviridae,1,0.3082,0,False,false_negative
12075,Picornaviridae,1,0.0647,0,False,false_negative
12078,Picornaviridae,0,0.2025,0,True,correct
12080,Picornaviridae,1,0.1524,0,False,false_negative
12083,Picornaviridae,0,0.3372,0,True,correct
12086,Picornaviridae,0,0.5566,1,False,false_positive
12089,Picornaviridae,1,0.4308,0,False,false_negative
12090,Picornaviridae,1,0.1464,0,False,false_negative
12092,Picornaviridae,1,0.6738,1,True,correct
12104,Picornaviridae,1,0.8172,1,True,correct
12111,Picornaviridae,1,0.5,1,True,correct
12116,Picornaviridae,1,0.5205,1,True,correct
12118,Picornaviridae,1,0.4525,0,False,false_negative
12130,Picornaviridae,0,0.0531,0,True,correct
12131,Picornaviridae,0,0.0157,0,True,correct
12135,Picornaviridae,0,0.108,0,True,correct
12480,Polyomaviridae,1,0.331,0,False,false_negative
12538,Rhabdoviridae,1,0.7764,1,True,correct
12542,Flaviviridae,1,0.8872,1,True,correct
12618,Anelloviridae,1,0.5985,1,True,correct
12643,Poxviridae,1,0.6866,1,True,correct
12701,Astroviridae,0,0.23,0,True,correct
12721,Retroviridae,0,0.2209,0,True,correct
12730,Paramyxoviridae,1,0.7267,1,True,correct
12814,Pneumoviridae,1,0.1734,0,False,false_negative
28280,Adenoviridae,0,0.2924,0,True,correct
28285,Adenoviridae,1,0.3416,0,False,false_negative
28332,Retroviridae,0,0.4579,0,True,correct
28873,Poxviridae,1,0.5159,1,True,correct
28875,Sedoreoviridae,1,0.7791,1,True,correct
28876,Sedoreoviridae,1,0.0705,0,False,false_negative
31547,Papillomaviridae,0,0.0684,0,True,correct
31548,Papillomaviridae,0,0.0896,0,True,correct
31552,Papillomaviridae,1,0.2963,0,False,false_negative
31631,Coronaviridae,1,0.8045,1,True,correct
31704,Picornaviridae,1,0.6171,1,True,correct
31708,Picornaviridae,1,0.0811,0,False,false_negative
32603,Orthoherpesviridae,1,0.3641,0,False,false_negative
32604,Orthoherpesviridae,0,0.8871,1,False,false_positive
32608,Adenoviridae,0,0.6479,1,False,false_positive
33745,Hepaciviridae,0,0.3314,0,True,correct
33746,Hepaciviridae,0,0.2844,0,True,correct
33757,Picornaviridae,0,0.2978,0,True,correct
35293,Picornaviridae,0,0.2191,0,True,correct
35294,Picornaviridae,0,0.1385,0,True,correct
35295,Picornaviridae,0,0.0449,0,True,correct
35300,Astroviridae,0,0.5324,1,False,false_positive
35612,Caliciviridae,1,0.7697,1,True,correct
35740,Astroviridae,0,0.2597,0,True,correct
35741,Astroviridae,0,0.0609,0,True,correct
36427,Sedoreoviridae,1,0.1803,0,False,false_negative
37111,Papillomaviridae,0,0.1267,0,True,correct
37112,Papillomaviridae,0,0.0628,0,True,correct
37115,Papillomaviridae,0,0.2627,0,True,correct
37119,Papillomaviridae,0,0.0501,0,True,correct
37120,Papillomaviridae,0,0.4821,0,True,correct
37121,Papillomaviridae,0,0.174,0,True,correct
37124,Togaviridae,1,0.8714,1,True,correct
37130,Astroviridae,0,0.3747,0,True,correct
37296,Orthoherpesviridae,1,0.146,0,False,false_negative
37954,Papillomaviridae,0,0.0698,0,True,correct
37955,Papillomaviridae,0,0.1036,0,True,correct
37956,Papillomaviridae,0,0.1208,0,True,correct
37957,Papillomaviridae,0,0.0323,0,True,correct
37958,Papillomaviridae,0,0.141,0,True,correct
37959,Papillomaviridae,0,0.0405,0,True,correct
38766,Rhabdoviridae,1,0.7006,1,True,correct
38767,Rhabdoviridae,1,0.6842,1,True,correct
38804,Poxviridae,1,0.2384,0,False,false_negative
38950,Astroviridae,0,0.3317,0,True,correct
39054,Picornaviridae,1,0.0823,0,False,false_negative
39085,Picornaviridae,0,0.1045,0,True,correct
39457,Papillomaviridae,0,0.2494,0,True,correct
39767,Picornaviridae,0,0.047,0,True,correct
40052,Sedoreoviridae,1,0.453,0,False,false_negative
40053,Sedoreoviridae,1,0.5323,1,True,correct
40057,Sedoreoviridae,1,0.4813,0,False,false_negative
40058,Sedoreoviridae,1,0.4712,0,False,false_negative
40059,Sedoreoviridae,1,0.1327,0,False,false_negative
40064,Sedoreoviridae,1,0.1423,0,False,false_negative
40271,Hepaciviridae,0,0.3225,0,True,correct
40280,Picornaviridae,0,0.07,0,True,correct
40538,Papillomaviridae,0,0.1874,0,True,correct
40539,Papillomaviridae,0,0.0326,0,True,correct
41846,Picornaviridae,1,0.0728,0,False,false_negative
41856,Hepaciviridae,1,0.1897,0,False,false_negative
42182,Hepaciviridae,0,0.3067,0,True,correct
42567,Sedoreoviridae,1,0.1594,0,False,false_negative
42769,Picornaviridae,0,0.1906,0,True,correct
42770,Picornaviridae,0,0.6117,1,False,false_positive
42771,Picornaviridae,0,0.5514,1,False,false_positive
42772,Picornaviridae,1,0.5352,1,True,correct
42773,Picornaviridae,0,0.1516,0,True,correct
42774,Picornaviridae,0,0.1489,0,True,correct
42775,Picornaviridae,0,0.1867,0,True,correct
42776,Picornaviridae,0,0.0605,0,True,correct
42778,Picornaviridae,0,0.2416,0,True,correct
42779,Picornaviridae,0,0.101,0,True,correct
42782,Picornaviridae,1,0.6658,1,True,correct
42783,Picornaviridae,0,0.1678,0,True,correct
42784,Picornaviridae,0,0.0985,0,True,correct
42785,Picornaviridae,0,0.0216,0,True,correct
42786,Picornaviridae,0,0.0589,0,True,correct
42787,Picornaviridae,0,0.5787,1,False,false_positive
42788,Picornaviridae,0,0.144,0,True,correct
42789,Picornaviridae,1,0.766,1,True,correct
44024,Flaviviridae,1,0.6769,1,True,correct
44025,Flaviviridae,1,0.3759,0,False,false_negative
44026,Flaviviridae,1,0.8025,1,True,correct
44028,Papillomaviridae,0,0.1043,0,True,correct
44128,Picornaviridae,0,0.025,0,True,correct
44129,Picornaviridae,0,0.0672,0,True,correct
44130,Picornaviridae,0,0.0855,0,True,correct
44131,Picornaviridae,0,0.0823,0,True,correct
44132,Picornaviridae,0,0.1288,0,True,correct
44133,Picornaviridae,0,0.0537,0,True,correct
44135,Picornaviridae,0,0.0559,0,True,correct
44136,Picornaviridae,0,0.0543,0,True,correct
44137,Picornaviridae,0,0.0649,0,True,correct
44158,Togaviridae,1,0.8319,1,True,correct
45101,Picornaviridae,0,0.084,0,True,correct
45240,Papillomaviridae,0,0.1561,0,True,correct
45617,Retroviridae,0,0.4219,0,True,correct
45659,Adenoviridae,0,0.2273,0,True,correct
45999,Picornaviridae,0,0.2407,0,True,correct
46018,Picornaviridae,0,0.1771,0,True,correct
46350,Parvoviridae,0,0.9414,1,False,false_positive
46935,Adenoviridae,0,0.554,1,False,false_positive
47000,Picornaviridae,1,0.681,1,True,correct
47501,Picornaviridae,0,0.2738,0,True,correct
47503,Picornaviridae,1,0.2156,0,False,false_negative
47504,Picornaviridae,0,0.1438,0,True,correct
47505,Picornaviridae,0,0.0623,0,True,correct
47506,Picornaviridae,0,0.329,0,True,correct
47508,Picornaviridae,0,0.1207,0,True,correct
47509,Picornaviridae,0,0.2054,0,True,correct
47510,Picornaviridae,0,0.1836,0,True,correct
47511,Picornaviridae,0,0.2652,0,True,correct
47512,Picornaviridae,1,0.1718,0,False,false_negative
47513,Picornaviridae,0,0.2128,0,True,correct
47514,Picornaviridae,0,0.0936,0,True,correct
47515,Picornaviridae,0,0.2609,0,True,correct
47516,Picornaviridae,0,0.3473,0,True,correct
48542,Togaviridae,0,0.442,0,True,correct
48543,Togaviridae,1,0.8311,1,True,correct
50292,Orthoherpesviridae,1,0.7288,1,True,correct
51033,Papillomaviridae,0,0.0734,0,True,correct
53258,Poxviridae,0,0.2774,0,True,correct
54290,Hepaciviridae,1,0.7382,1,True,correct
54315,Pestiviridae,1,0.6599,1,True,correct
57482,Rhabdoviridae,1,0.7826,1,True,correct
57483,Rhabdoviridae,1,0.8717,1,True,correct
57579,Parvoviridae,1,0.8473,1,True,correct
57667,Retroviridae,1,0.6682,1,True,correct
59301,Togaviridae,1,0.7631,1,True,correct
59302,Togaviridae,1,0.5748,1,True,correct
59303,Togaviridae,1,0.1763,0,False,false_negative
59305,Togaviridae,0,0.4603,0,True,correct
59563,Flaviviridae,1,0.8081,1,True,correct
60875,Togaviridae,1,0.8721,1,True,correct
60876,Togaviridae,1,0.8641,1,True,correct
60877,Togaviridae,1,0.7942,1,True,correct
64280,Flaviviridae,1,0.6422,1,True,correct
64285,Flaviviridae,1,0.4172,0,False,false_negative
64286,Flaviviridae,1,0.7085,1,True,correct
64290,Flaviviridae,1,0.6395,1,True,correct
64292,Flaviviridae,0,0.8644,1,False,false_positive
64293,Flaviviridae,1,0.8312,1,True,correct
64300,Flaviviridae,1,0.6016,1,True,correct
64303,Flaviviridae,1,0.7359,1,True,correct
64305,Flaviviridae,1,0.7392,1,True,correct
64311,Flaviviridae,0,0.8044,1,False,false_positive
64312,Flaviviridae,1,0.3742,0,False,false_negative
64315,Flaviviridae,1,0.7814,1,True,correct
64318,Flaviviridae,1,0.7615,1,True,correct
64320,Flaviviridae,1,0.8855,1,True,correct
68887,Anelloviridae,1,0.1316,0,False,false_negative
72149,Picornaviridae,1,0.7071,1,True,correct
72197,Parvoviridae,0,0.3204,0,True,correct
73034,Sedoreoviridae,1,0.2082,0,False,false_negative
73036,Sedoreoviridae,1,0.6345,1,True,correct
74561,Picornaviridae,0,0.1234,0,True,correct
77763,Sedoreoviridae,1,0.1501,0,False,false_negative
79691,Papillomaviridae,0,0.0626,0,True,correct
82300,Parvoviridae,0,0.9116,1,False,false_positive
82639,Picornaviridae,0,0.0794,0,True,correct
84272,Togaviridae,0,0.5775,1,False,false_positive
85106,Parvoviridae,1,0.833,1,True,correct
85708,Circoviridae,1,0.483,0,False,false_negative
86107,Picornaviridae,0,0.6508,1,False,false_positive
86782,Hantaviridae,1,0.3558,0,False,false_negative
88059,Adenoviridae,0,0.8235,1,False,false_positive
90961,Rhabdoviridae,1,0.4096,0,False,false_negative
93678,Anelloviridae,1,0.1202,0,False,false_negative
93830,Hantaviridae,0,0.6915,1,False,false_positive
95340,Caliciviridae,1,0.3111,0,False,false_negative
99000,Poxviridae,1,0.0986,0,False,false_negative
99565,Caliciviridae,0,0.5,1,False,false_positive
102796,Orthomyxoviridae,1,0.8009,1,True,correct
102801,Orthomyxoviridae,1,0.7912,1,True,correct
104580,Sedoreoviridae,1,0.3642,0,False,false_negative
106820,Hepadnaviridae,0,0.4664,0,True,correct
106966,Picornaviridae,1,0.1048,0,False,false_negative
114654,Retroviridae,0,0.7696,1,False,false_positive
114727,Orthomyxoviridae,1,0.9008,1,True,correct
114728,Orthomyxoviridae,1,0.9003,1,True,correct
114729,Orthomyxoviridae,1,0.8247,1,True,correct
118027,Spinareoviridae,1,0.5709,1,True,correct
119210,Orthomyxoviridae,1,0.8625,1,True,correct
119218,Orthomyxoviridae,1,0.904,1,True,correct
120381,Papillomaviridae,0,0.229,0,True,correct
120686,Papillomaviridae,0,0.0828,0,True,correct
122928,Caliciviridae,1,0.8735,1,True,correct
122929,Caliciviridae,1,0.7155,1,True,correct
123738,Picornaviridae,0,0.1849,0,True,correct
129724,Papillomaviridae,0,0.2584,0,True,correct
129726,Poxviridae,1,0.9575,1,True,correct
129727,Poxviridae,1,0.8979,1,True,correct
129875,Adenoviridae,1,0.5325,1,True,correct
130308,Adenoviridae,1,0.532,1,True,correct
130309,Adenoviridae,1,0.5209,1,True,correct
130310,Adenoviridae,1,0.2603,0,False,false_negative
132484,Paramyxoviridae,0,0.8237,1,False,false_positive
133704,Circoviridae,1,0.638,1,True,correct
136966,Anelloviridae,0,0.0891,0,True,correct
138948,Picornaviridae,1,0.3212,0,False,false_negative
138949,Picornaviridae,1,0.3758,0,False,false_negative
138950,Picornaviridae,1,0.4112,0,False,false_negative
145856,Picobirnaviridae,1,0.4543,0,False,false_negative
147672,Picornaviridae,0,0.0475,0,True,correct
147673,Picornaviridae,0,0.0462,0,True,correct
147674,Picornaviridae,0,0.0304,0,True,correct
147675,Picornaviridae,0,0.0404,0,True,correct
147676,Picornaviridae,0,0.0785,0,True,correct
147677,Picornaviridae,0,0.0999,0,True,correct
147678,Picornaviridae,0,0.0282,0,True,correct
147679,Picornaviridae,0,0.0541,0,True,correct
147680,Picornaviridae,0,0.0728,0,True,correct
147681,Picornaviridae,0,0.5072,1,False,false_positive
147683,Picornaviridae,0,0.0776,0,True,correct
147684,Picornaviridae,0,0.0364,0,True,correct
147685,Picornaviridae,0,0.1961,0,True,correct
147711,Picornaviridae,0,0.0763,0,True,correct
147712,Picornaviridae,0,0.0345,0,True,correct
147714,Picornaviridae,0,0.3233,0,True,correct
150546,Papillomaviridae,0,0.2984,0,True,correct
150904,Picornaviridae,0,0.1143,0,True,correct
157802,Orthomyxoviridae,1,0.7346,1,True,correct
159079,Paramyxoviridae,1,0.7307,1,True,correct
162145,Pneumoviridae,1,0.7962,1,True,correct
164416,Flaviviridae,1,0.7243,1,True,correct
167321,Picornaviridae,0,0.0475,0,True,correct
167322,Picornaviridae,0,0.0207,0,True,correct
167324,Picornaviridae,0,0.0527,0,True,correct
167325,Picornaviridae,0,0.0975,0,True,correct
167326,Picornaviridae,0,0.0352,0,True,correct
167327,Picornaviridae,0,0.0594,0,True,correct
167328,Picornaviridae,0,0.062,0,True,correct
167329,Picornaviridae,0,0.176,0,True,correct
167330,Picornaviridae,0,0.1142,0,True,correct
171370,Papillomaviridae,0,0.609,1,False,false_positive
171720,Picornaviridae,0,0.1433,0,True,correct
172148,Flaviviridae,1,0.7412,1,True,correct
172314,Picornaviridae,1,0.5471,1,True,correct
180170,Iridoviridae,0,0.2683,0,True,correct
181003,Peribunyaviridae,0,0.4598,0,True,correct
185579,Hepeviridae,1,0.2347,0,False,false_negative
185580,Hepeviridae,1,0.212,0,False,false_negative
185889,Picornaviridae,0,0.0181,0,True,correct
185890,Picornaviridae,0,0.0208,0,True,correct
185891,Picornaviridae,0,0.0222,0,True,correct
185892,Picornaviridae,0,0.0339,0,True,correct
185893,Picornaviridae,0,0.067,0,True,correct
185894,Picornaviridae,0,0.0469,0,True,correct
185895,Picornaviridae,0,0.013,0,True,correct
185896,Picornaviridae,0,0.05,0,True,correct
185897,Picornaviridae,0,0.0435,0,True,correct
185898,Picornaviridae,0,0.0808,0,True,correct
185899,Picornaviridae,0,0.1534,0,True,correct
185900,Picornaviridae,0,0.0677,0,True,correct
185901,Picornaviridae,0,0.0566,0,True,correct
185902,Picornaviridae,0,0.0278,0,True,correct
185903,Picornaviridae,0,0.0698,0,True,correct
185904,Picornaviridae,0,0.1129,0,True,correct
185905,Picornaviridae,0,0.0208,0,True,correct
185906,Picornaviridae,0,0.1455,0,True,correct
185907,Picornaviridae,0,0.1256,0,True,correct
185908,Picornaviridae,0,0.0354,0,True,correct
185909,Picornaviridae,0,0.0725,0,True,correct
185910,Picornaviridae,0,0.0664,0,True,correct
185911,Picornaviridae,0,0.0462,0,True,correct
185912,Picornaviridae,0,0.0376,0,True,correct
185913,Picornaviridae,0,0.0396,0,True,correct
185914,Picornaviridae,0,0.0347,0,True,correct
185915,Picornaviridae,0,0.0341,0,True,correct
185916,Picornaviridae,0,0.0399,0,True,correct
185917,Picornaviridae,0,0.0125,0,True,correct
185918,Picornaviridae,0,0.047,0,True,correct
185919,Picornaviridae,0,0.0834,0,True,correct
185920,Picornaviridae,0,0.0223,0,True,correct
185921,Picornaviridae,0,0.0748,0,True,correct
185922,Picornaviridae,0,0.0628,0,True,correct
185923,Picornaviridae,0,0.062,0,True,correct
185924,Picornaviridae,0,0.0184,0,True,correct
185925,Picornaviridae,0,0.0255,0,True,correct
185926,Picornaviridae,0,0.0446,0,True,correct
185927,Picornaviridae,0,0.0315,0,True,correct
185928,Picornaviridae,0,0.0307,0,True,correct
185929,Picornaviridae,0,0.103,0,True,correct
185930,Picornaviridae,0,0.0165,0,True,correct
185931,Picornaviridae,0,0.0523,0,True,correct
185932,Picornaviridae,0,0.0497,0,True,correct
185933,Picornaviridae,0,0.0374,0,True,correct
185934,Picornaviridae,0,0.0593,0,True,correct
185935,Picornaviridae,0,0.0484,0,True,correct
185936,Picornaviridae,0,0.0804,0,True,correct
185937,Picornaviridae,0,0.0477,0,True,correct
185938,Picornaviridae,0,0.0479,0,True,correct
185939,Picornaviridae,0,0.0361,0,True,correct
185940,Picornaviridae,0,0.0803,0,True,correct
185941,Picornaviridae,0,0.0793,0,True,correct
185943,Picornaviridae,0,0.0727,0,True,correct
185944,Picornaviridae,0,0.0442,0,True,correct
185945,Picornaviridae,0,0.1673,0,True,correct
185946,Picornaviridae,0,0.067,0,True,correct
186538,Filoviridae,1,0.8046,1,True,correct
186539,Filoviridae,1,0.7563,1,True,correct
186540,Filoviridae,1,0.8136,1,True,correct
186541,Filoviridae,1,0.6086,1,True,correct
187984,Poxviridae,1,0.6294,1,True,correct
188539,Retroviridae,1,0.8623,1,True,correct
194965,Picornaviridae,1,0.8049,1,True,correct
195055,Picornaviridae,0,0.4697,0,True,correct
200154,Picornaviridae,0,0.0959,0,True,correct
202250,Papillomaviridae,0,0.0431,0,True,correct
202252,Papillomaviridae,0,0.2487,0,True,correct
208893,Pneumoviridae,0,0.4084,0,True,correct
208895,Pneumoviridae,0,0.5849,1,False,false_positive
211787,Papillomaviridae,0,0.3424,0,True,correct
215851,Orthomyxoviridae,1,0.8486,1,True,correct
222887,Picornaviridae,0,0.1327,0,True,correct
222889,Picornaviridae,0,0.1483,0,True,correct
228330,Coronaviridae,0,0.7814,1,False,false_positive
245072,Adenoviridae,0,0.7882,1,False,false_positive
247268,Papillomaviridae,0,0.0753,0,True,correct
248062,Nairoviridae,1,0.6572,1,True,correct
260047,Adenoviridae,0,0.3419,0,True,correct
260717,Papillomaviridae,0,0.0877,0,True,correct
262897,Caliciviridae,1,0.9266,1,True,correct
272636,Parvoviridae,1,0.8374,1,True,correct
273348,Peribunyaviridae,0,0.1432,0,True,correct
273357,Peribunyaviridae,1,0.7143,1,True,correct
277944,Coronaviridae,0,0.6228,1,False,false_positive
282345,Picornaviridae,0,0.1074,0,True,correct
289365,Parvoviridae,1,0.8277,1,True,correct
289366,Anelloviridae,0,0.089,0,True,correct
289367,Anelloviridae,0,0.1226,0,True,correct
290028,Coronaviridae,0,0.4329,0,True,correct
290280,Caliciviridae,0,0.4892,0,True,correct
297248,Picornaviridae,1,0.2135,0,False,false_negative
306586,Picornaviridae,0,0.0797,0,True,correct
306588,Picornaviridae,1,0.422,0,False,false_negative
310907,Picornaviridae,1,0.2311,0,False,false_negative
318279,Retroviridae,0,0.9091,1,False,false_positive
318563,Picornaviridae,0,0.2663,0,True,correct
318564,Picornaviridae,0,0.127,0,True,correct
318565,Picornaviridae,1,0.1633,0,False,false_negative
318566,Picornaviridae,0,0.0599,0,True,correct
318567,Picornaviridae,0,0.0616,0,True,correct
318568,Picornaviridae,0,0.2138,0,True,correct
318569,Picornaviridae,0,0.5966,1,False,false_positive
318570,Picornaviridae,0,0.2027,0,True,correct
325445,Picornaviridae,0,0.1,0,True,correct
325446,Picornaviridae,0,0.1431,0,True,correct
325447,Picornaviridae,0,0.1003,0,True,correct
325678,Orthomyxoviridae,1,0.8986,1,True,correct
329376,Orthomyxoviridae,1,0.8832,1,True,correct
332097,Togaviridae,1,0.5971,1,True,correct
333278,Orthomyxoviridae,1,0.8593,1,True,correct
333751,Papillomaviridae,0,0.3676,0,True,correct
333752,Papillomaviridae,0,0.1542,0,True,correct
333753,Papillomaviridae,0,0.3333,0,True,correct
333759,Papillomaviridae,0,0.1889,0,True,correct
333760,Papillomaviridae,1,0.1186,0,False,false_negative
333762,Papillomaviridae,0,0.0956,0,True,correct
333763,Papillomaviridae,0,0.1017,0,True,correct
333764,Papillomaviridae,0,0.0764,0,True,correct
333765,Papillomaviridae,0,0.2157,0,True,correct
333766,Papillomaviridae,0,0.2276,0,True,correct
333767,Papillomaviridae,0,0.3018,0,True,correct
333769,Papillomaviridae,0,0.1965,0,True,correct
333770,Papillomaviridae,0,0.4522,0,True,correct
333771,Papillomaviridae,0,0.0613,0,True,correct
333772,Papillomaviridae,0,0.1147,0,True,correct
333923,Papillomaviridae,0,0.0603,0,True,correct
333924,Papillomaviridae,0,0.3473,0,True,correct
333930,Papillomaviridae,0,0.0694,0,True,correct
333931,Papillomaviridae,0,0.1421,0,True,correct
334203,Papillomaviridae,0,0.2499,0,True,correct
334204,Papillomaviridae,0,0.1814,0,True,correct
334209,Papillomaviridae,0,0.0431,0,True,correct
334210,Papillomaviridae,0,0.2487,0,True,correct
336619,Caliciviridae,0,0.367,0,True,correct
336960,Astroviridae,1,0.2859,0,False,false_negative
336961,Astroviridae,1,0.2895,0,False,false_negative
337042,Papillomaviridae,0,0.3041,0,True,correct
337051,Papillomaviridae,1,0.5702,1,True,correct
338079,Retroviridae,1,0.3507,0,False,false_negative
338323,Papillomaviridae,0,0.5422,1,False,false_positive
338326,Papillomaviridae,0,0.1645,0,True,correct
338327,Papillomaviridae,0,0.1277,0,True,correct
340017,Caliciviridae,1,0.5067,1,True,correct
348008,Peribunyaviridae,1,0.3065,0,False,false_negative
348011,Peribunyaviridae,0,0.3057,0,True,correct
351073,Spinareoviridae,1,0.7871,1,True,correct
352770,Orthomyxoviridae,1,0.8473,1,True,correct
356114,Hepaciviridae,1,0.1954,0,False,false_negative
376148,Picornaviridae,0,0.1949,0,True,correct
379081,Caliciviridae,0,0.4021,0,True,correct
397342,Poxviridae,1,0.4464,0,False,false_negative
408681,Picornaviridae,0,0.176,0,True,correct
411152,Picornaviridae,0,0.1656,0,True,correct
423446,Polyomaviridae,0,0.289,0,True,correct
427343,Papillomaviridae,0,0.0505,0,True,correct
432261,Anelloviridae,1,0.1254,0,False,false_negative
459785,Adenoviridae,0,0.4464,0,True,correct
463676,Picornaviridae,1,0.2103,0,False,false_negative
479952,Caliciviridae,0,0.4688,0,True,correct
507486,Peribunyaviridae,0,0.2417,0,True,correct
509628,Hepeviridae,1,0.8441,1,True,correct
511755,Picornaviridae,0,0.2611,0,True,correct
515176,Caliciviridae,1,0.5373,1,True,correct
515177,Caliciviridae,0,0.2656,0,True,correct
515179,Caliciviridae,0,0.6466,1,False,false_positive
515180,Caliciviridae,1,0.5858,1,True,correct
518628,Papillomaviridae,0,0.0826,0,True,correct
