virus_taxid,virus_family,true_label,predicted_prob,predicted_label,correct,error_type
35741,Astroviridae,1,0.9639,1,True,correct
36427,Sedoreoviridae,0,0.6871,1,False,false_positive
37111,Papillomaviridae,1,0.911,1,True,correct
37112,Papillomaviridae,1,0.9512,1,True,correct
37115,Papillomaviridae,1,0.8876,1,True,correct
37119,Papillomaviridae,1,0.9633,1,True,correct
37120,Papillomaviridae,1,0.8726,1,True,correct
37121,Papillomaviridae,1,0.735,1,True,correct
37124,Togaviridae,1,0.5743,1,True,correct
37130,Astroviridae,1,0.6467,1,True,correct
37296,Orthoherpesviridae,1,0.6681,1,True,correct
37954,Papillomaviridae,1,0.9528,1,True,correct
37955,Papillomaviridae,1,0.9312,1,True,correct
37956,Papillomaviridae,1,0.9063,1,True,correct
37957,Papillomaviridae,1,0.9416,1,True,correct
37958,Papillomaviridae,1,0.9209,1,True,correct
37959,Papillomaviridae,1,0.9852,1,True,correct
38766,Rhabdoviridae,0,0.301,0,True,correct
38767,Rhabdoviridae,0,0.5761,1,False,false_positive
38804,Poxviridae,0,0.6761,1,False,false_positive
38950,Astroviridae,1,0.8009,1,True,correct
39054,Picornaviridae,1,0.954,1,True,correct
39085,Picornaviridae,1,0.8622,1,True,correct
39457,Papillomaviridae,1,0.8301,1,True,correct
39767,Picornaviridae,1,0.9893,1,True,correct
40052,Sedoreoviridae,0,0.5687,1,False,false_positive
40053,Sedoreoviridae,0,0.5607,1,False,false_positive
40057,Sedoreoviridae,0,0.3893,0,True,correct
40058,Sedoreoviridae,0,0.2198,0,True,correct
40059,Sedoreoviridae,0,0.8119,1,False,false_positive
40064,Sedoreoviridae,0,0.9209,1,False,false_positive
40271,Hepaciviridae,1,0.8991,1,True,correct
40280,Picornaviridae,1,0.9624,1,True,correct
40538,Papillomaviridae,1,0.6956,1,True,correct
40539,Papillomaviridae,1,0.9153,1,True,correct
41846,Picornaviridae,1,0.9684,1,True,correct
41856,Hepaciviridae,1,0.8471,1,True,correct
42182,Hepaciviridae,1,0.8762,1,True,correct
42567,Sedoreoviridae,0,0.8607,1,False,false_positive
42769,Picornaviridae,1,0.8508,1,True,correct
42770,Picornaviridae,1,0.2708,0,False,false_negative
42771,Picornaviridae,1,0.915,1,True,correct
42772,Picornaviridae,1,0.3688,0,False,false_negative
42773,Picornaviridae,1,0.9784,1,True,correct
42774,Picornaviridae,1,0.9066,1,True,correct
42775,Picornaviridae,1,0.8724,1,True,correct
42776,Picornaviridae,1,0.9439,1,True,correct
42778,Picornaviridae,1,0.8336,1,True,correct
42779,Picornaviridae,1,0.8977,1,True,correct
42782,Picornaviridae,1,0.5237,1,True,correct
42783,Picornaviridae,1,0.9323,1,True,correct
42784,Picornaviridae,1,0.977,1,True,correct
42785,Picornaviridae,1,0.994,1,True,correct
42786,Picornaviridae,1,0.9883,1,True,correct
42787,Picornaviridae,1,0.9165,1,True,correct
42788,Picornaviridae,1,0.937,1,True,correct
42789,Picornaviridae,1,0.9009,1,True,correct
44024,Flaviviridae,0,0.2607,0,True,correct
44025,Flaviviridae,0,0.6087,1,False,false_positive
44026,Flaviviridae,0,0.1583,0,True,correct
44028,Papillomaviridae,1,0.8556,1,True,correct
44128,Picornaviridae,1,0.9886,1,True,correct
44129,Picornaviridae,1,0.9494,1,True,correct
44130,Picornaviridae,1,0.9549,1,True,correct
44131,Picornaviridae,1,0.9646,1,True,correct
44132,Picornaviridae,1,0.8968,1,True,correct
44133,Picornaviridae,1,0.9748,1,True,correct
44135,Picornaviridae,1,0.9724,1,True,correct
44136,Picornaviridae,1,0.9631,1,True,correct
44137,Picornaviridae,1,0.9497,1,True,correct
44158,Togaviridae,0,0.2574,0,True,correct
45101,Picornaviridae,1,0.9376,1,True,correct
45240,Papillomaviridae,1,0.8352,1,True,correct
45617,Retroviridae,1,0.5301,1,True,correct
45659,Adenoviridae,1,0.9437,1,True,correct
45999,Picornaviridae,1,0.9083,1,True,correct
46018,Picornaviridae,1,0.9417,1,True,correct
46350,Parvoviridae,1,0.1494,0,False,false_negative
46935,Adenoviridae,1,0.4557,0,False,false_negative
47000,Picornaviridae,0,0.3141,0,True,correct
47501,Picornaviridae,1,0.9226,1,True,correct
47503,Picornaviridae,1,0.8516,1,True,correct
47504,Picornaviridae,1,0.8681,1,True,correct
47505,Picornaviridae,1,0.8911,1,True,correct
47506,Picornaviridae,1,0.7609,1,True,correct
47508,Picornaviridae,1,0.8824,1,True,correct
47509,Picornaviridae,1,0.8489,1,True,correct
47510,Picornaviridae,1,0.9389,1,True,correct
47511,Picornaviridae,1,0.8089,1,True,correct
47512,Picornaviridae,1,0.919,1,True,correct
47513,Picornaviridae,1,0.8321,1,True,correct
47514,Picornaviridae,1,0.9463,1,True,correct
47515,Picornaviridae,1,0.9566,1,True,correct
47516,Picornaviridae,1,0.8921,1,True,correct
48542,Togaviridae,0,0.6386,1,False,false_positive
48543,Togaviridae,0,0.297,0,True,correct
50292,Orthoherpesviridae,0,0.3356,0,True,correct
51033,Papillomaviridae,1,0.923,1,True,correct
53258,Poxviridae,1,0.5851,1,True,correct
54290,Hepaciviridae,0,0.2039,0,True,correct
54315,Pestiviridae,0,0.5096,1,False,false_positive
57482,Rhabdoviridae,0,0.5167,1,False,false_positive
57483,Rhabdoviridae,0,0.0803,0,True,correct
57579,Parvoviridae,1,0.2869,0,False,false_negative
57667,Retroviridae,1,0.7279,1,True,correct
59301,Togaviridae,0,0.1445,0,True,correct
59302,Togaviridae,0,0.4585,0,True,correct
59303,Togaviridae,0,0.8711,1,False,false_positive
59305,Togaviridae,0,0.405,0,True,correct
59563,Flaviviridae,0,0.2625,0,True,correct
60875,Togaviridae,0,0.2815,0,True,correct
60876,Togaviridae,0,0.1395,0,True,correct
60877,Togaviridae,0,0.1972,0,True,correct
64280,Flaviviridae,0,0.5313,1,False,false_positive
64285,Flaviviridae,0,0.6158,1,False,false_positive
64286,Flaviviridae,0,0.8241,1,False,false_positive
64290,Flaviviridae,0,0.3307,0,True,correct
64292,Flaviviridae,0,0.2646,0,True,correct
64293,Flaviviridae,0,0.4119,0,True,correct
64300,Flaviviridae,0,0.3966,0,True,correct
64303,Flaviviridae,0,0.3745,0,True,correct
64305,Flaviviridae,0,0.3722,0,True,correct
64311,Flaviviridae,0,0.3641,0,True,correct
64312,Flaviviridae,0,0.2287,0,True,correct
64315,Flaviviridae,0,0.2732,0,True,correct
64318,Flaviviridae,0,0.2272,0,True,correct
64320,Flaviviridae,1,0.6908,1,True,correct
68887,Anelloviridae,1,0.8925,1,True,correct
72149,Picornaviridae,1,0.4046,0,False,false_negative
72197,Parvoviridae,1,0.4661,0,False,false_negative
73034,Sedoreoviridae,0,0.8951,1,False,false_positive
73036,Sedoreoviridae,0,0.7417,1,False,false_positive
74561,Picornaviridae,1,0.9447,1,True,correct
77763,Sedoreoviridae,0,0.8922,1,False,false_positive
79691,Papillomaviridae,1,0.9348,1,True,correct
82300,Parvoviridae,1,0.1861,0,False,false_negative
82639,Picornaviridae,1,0.906,1,True,correct
84272,Togaviridae,0,0.84,1,False,false_positive
85106,Parvoviridae,1,0.1744,0,False,false_negative
85708,Circoviridae,0,0.9109,1,False,false_positive
86107,Picornaviridae,1,0.9095,1,True,correct
86782,Hantaviridae,0,0.3806,0,True,correct
88059,Adenoviridae,1,0.4296,0,False,false_negative
90961,Rhabdoviridae,0,0.5,1,False,false_positive
93678,Anelloviridae,1,0.9758,1,True,correct
93830,Hantaviridae,0,0.4175,0,True,correct
95340,Caliciviridae,1,0.9091,1,True,correct
99000,Poxviridae,0,0.9134,1,False,false_positive
99565,Caliciviridae,1,0.5926,1,True,correct
102796,Orthomyxoviridae,0,0.3741,0,True,correct
102801,Orthomyxoviridae,0,0.3844,0,True,correct
104580,Sedoreoviridae,0,0.6456,1,False,false_positive
106820,Hepadnaviridae,1,0.8232,1,True,correct
106966,Picornaviridae,0,0.9842,1,False,false_positive
114654,Retroviridae,0,0.4679,0,True,correct
114727,Orthomyxoviridae,1,0.6669,1,True,correct
114728,Orthomyxoviridae,1,0.4692,0,False,false_negative
114729,Orthomyxoviridae,1,0.4254,0,False,false_negative
118027,Spinareoviridae,0,0.3552,0,True,correct
119210,Orthomyxoviridae,1,0.5051,1,True,correct
119218,Orthomyxoviridae,1,0.3822,0,False,false_negative
120381,Papillomaviridae,1,0.7698,1,True,correct
120686,Papillomaviridae,1,0.9256,1,True,correct
122928,Caliciviridae,1,0.2157,0,False,false_negative
122929,Caliciviridae,1,0.4618,0,False,false_negative
123738,Picornaviridae,1,0.9414,1,True,correct
129724,Papillomaviridae,1,0.8879,1,True,correct
129726,Poxviridae,0,0.0281,0,True,correct
129727,Poxviridae,0,0.0903,0,True,correct
129875,Adenoviridae,1,0.3978,0,False,false_negative
130308,Adenoviridae,1,0.5413,1,True,correct
130309,Adenoviridae,1,0.3706,0,False,false_negative
130310,Adenoviridae,1,0.9421,1,True,correct
132484,Paramyxoviridae,1,0.3422,0,False,false_negative
133704,Circoviridae,0,0.7591,1,False,false_positive
136966,Anelloviridae,0,0.9137,1,False,false_positive
138948,Picornaviridae,1,0.9519,1,True,correct
138949,Picornaviridae,1,0.9661,1,True,correct
138950,Picornaviridae,1,0.9417,1,True,correct
145856,Picobirnaviridae,1,0.3631,0,False,false_negative
147672,Picornaviridae,1,0.9694,1,True,correct
147673,Picornaviridae,1,0.9713,1,True,correct
147674,Picornaviridae,1,0.9887,1,True,correct
147675,Picornaviridae,1,0.9736,1,True,correct
147676,Picornaviridae,1,0.9386,1,True,correct
147677,Picornaviridae,1,0.956,1,True,correct
147678,Picornaviridae,1,0.9818,1,True,correct
147679,Picornaviridae,1,0.981,1,True,correct
147680,Picornaviridae,1,0.9676,1,True,correct
147681,Picornaviridae,1,0.9485,1,True,correct
147683,Picornaviridae,1,0.9109,1,True,correct
147684,Picornaviridae,1,0.9742,1,True,correct
147685,Picornaviridae,1,0.9316,1,True,correct
147711,Picornaviridae,1,0.9798,1,True,correct
147712,Picornaviridae,1,0.9739,1,True,correct
147714,Picornaviridae,1,0.75,1,True,correct
150546,Papillomaviridae,1,0.8123,1,True,correct
150904,Picornaviridae,1,0.9465,1,True,correct
157802,Orthomyxoviridae,1,0.5238,1,True,correct
159079,Paramyxoviridae,0,0.7386,1,False,false_positive
162145,Pneumoviridae,1,0.8168,1,True,correct
164416,Flaviviridae,0,0.2807,0,True,correct
167321,Picornaviridae,1,0.9266,1,True,correct
167322,Picornaviridae,1,0.9872,1,True,correct
167324,Picornaviridae,1,0.9606,1,True,correct
167325,Picornaviridae,1,0.9576,1,True,correct
167326,Picornaviridae,1,0.9724,1,True,correct
167327,Picornaviridae,1,0.9348,1,True,correct
167328,Picornaviridae,1,0.9546,1,True,correct
167329,Picornaviridae,1,0.8731,1,True,correct
167330,Picornaviridae,1,0.9564,1,True,correct
171370,Papillomaviridae,1,0.7125,1,True,correct
171720,Picornaviridae,1,0.9141,1,True,correct
172148,Flaviviridae,0,0.2283,0,True,correct
172314,Picornaviridae,0,0.6092,1,False,false_positive
180170,Iridoviridae,0,0.8841,1,False,false_positive
181003,Peribunyaviridae,0,0.5166,1,False,false_positive
185579,Hepeviridae,1,0.6915,1,True,correct
185580,Hepeviridae,0,0.803,1,False,false_positive
185889,Picornaviridae,1,0.9814,1,True,correct
185890,Picornaviridae,1,0.9894,1,True,correct
185891,Picornaviridae,1,0.9877,1,True,correct
185892,Picornaviridae,1,0.9944,1,True,correct
185893,Picornaviridae,1,0.9807,1,True,correct
185894,Picornaviridae,1,0.9719,1,True,correct
185895,Picornaviridae,1,0.9915,1,True,correct
185896,Picornaviridae,1,0.9664,1,True,correct
185897,Picornaviridae,1,0.9588,1,True,correct
185898,Picornaviridae,1,0.9624,1,True,correct
185899,Picornaviridae,1,0.8234,1,True,correct
185900,Picornaviridae,1,0.9677,1,True,correct
185901,Picornaviridae,1,0.9791,1,True,correct
185902,Picornaviridae,1,0.986,1,True,correct
185903,Picornaviridae,1,0.974,1,True,correct
185904,Picornaviridae,1,0.9664,1,True,correct
185905,Picornaviridae,1,0.9909,1,True,correct
185906,Picornaviridae,1,0.9297,1,True,correct
185907,Picornaviridae,1,0.9795,1,True,correct
185908,Picornaviridae,1,0.9743,1,True,correct
185909,Picornaviridae,1,0.9684,1,True,correct
185910,Picornaviridae,1,0.9872,1,True,correct
185911,Picornaviridae,1,0.972,1,True,correct
185912,Picornaviridae,1,0.974,1,True,correct
185913,Picornaviridae,1,0.9839,1,True,correct
185914,Picornaviridae,1,0.9822,1,True,correct
185915,Picornaviridae,1,0.9817,1,True,correct
185916,Picornaviridae,1,0.9685,1,True,correct
185917,Picornaviridae,1,0.9965,1,True,correct
185918,Picornaviridae,1,0.9608,1,True,correct
185919,Picornaviridae,1,0.964,1,True,correct
185920,Picornaviridae,1,0.9687,1,True,correct
185921,Picornaviridae,1,0.9355,1,True,correct
185922,Picornaviridae,1,0.968,1,True,correct
185923,Picornaviridae,1,0.9851,1,True,correct
185924,Picornaviridae,1,0.9913,1,True,correct
185925,Picornaviridae,1,0.992,1,True,correct
185926,Picornaviridae,1,0.9693,1,True,correct
185927,Picornaviridae,1,0.9822,1,True,correct
185928,Picornaviridae,1,0.9798,1,True,correct
185929,Picornaviridae,1,0.8815,1,True,correct
185930,Picornaviridae,1,0.9931,1,True,correct
185931,Picornaviridae,1,0.9632,1,True,correct
185932,Picornaviridae,1,0.9756,1,True,correct
185933,Picornaviridae,1,0.981,1,True,correct
185934,Picornaviridae,1,0.9758,1,True,correct
185935,Picornaviridae,1,0.978,1,True,correct
185936,Picornaviridae,1,0.9395,1,True,correct
185937,Picornaviridae,1,0.9922,1,True,correct
185938,Picornaviridae,1,0.9752,1,True,correct
185939,Picornaviridae,1,0.9906,1,True,correct
185940,Picornaviridae,1,0.924,1,True,correct
185941,Picornaviridae,1,0.9747,1,True,correct
185943,Picornaviridae,1,0.9607,1,True,correct
185944,Picornaviridae,1,0.9826,1,True,correct
185945,Picornaviridae,1,0.6698,1,True,correct
185946,Picornaviridae,1,0.9524,1,True,correct
186538,Filoviridae,1,0.726,1,True,correct
186539,Filoviridae,0,0.1486,0,True,correct
186540,Filoviridae,1,0.1975,0,False,false_negative
186541,Filoviridae,1,0.4316,0,False,false_negative
187984,Poxviridae,0,0.4598,0,True,correct
188539,Retroviridae,0,0.1481,0,True,correct
194965,Picornaviridae,0,0.4412,0,True,correct
195055,Picornaviridae,1,0.863,1,True,correct
200154,Picornaviridae,1,0.9712,1,True,correct
202250,Papillomaviridae,1,0.962,1,True,correct
202252,Papillomaviridae,1,0.6729,1,True,correct
208893,Pneumoviridae,1,0.9012,1,True,correct
208895,Pneumoviridae,1,0.9086,1,True,correct
211787,Papillomaviridae,1,0.6534,1,True,correct
215851,Orthomyxoviridae,0,0.539,1,False,false_positive
222887,Picornaviridae,1,0.8724,1,True,correct
222889,Picornaviridae,1,0.8828,1,True,correct
228330,Coronaviridae,0,0.2382,0,True,correct
245072,Adenoviridae,1,0.4451,0,False,false_negative
247268,Papillomaviridae,1,0.9446,1,True,correct
248062,Nairoviridae,0,0.1806,0,True,correct
260047,Adenoviridae,1,0.5838,1,True,correct
260717,Papillomaviridae,1,0.8751,1,True,correct
262897,Caliciviridae,1,0.0676,0,False,false_negative
272636,Parvoviridae,1,0.1484,0,False,false_negative
273348,Peribunyaviridae,0,0.7631,1,False,false_positive
273357,Peribunyaviridae,0,0.1501,0,True,correct
277944,Coronaviridae,1,0.8759,1,True,correct
282345,Picornaviridae,1,0.9806,1,True,correct
289365,Parvoviridae,1,0.1209,0,False,false_negative
289366,Anelloviridae,1,0.9723,1,True,correct
289367,Anelloviridae,1,0.9724,1,True,correct
290028,Coronaviridae,1,0.3329,0,False,false_negative
290280,Caliciviridae,1,0.4632,0,False,false_negative
297248,Picornaviridae,1,0.6815,1,True,correct
306586,Picornaviridae,1,0.9223,1,True,correct
306588,Picornaviridae,1,0.7156,1,True,correct
310907,Picornaviridae,0,0.8294,1,False,false_positive
318279,Retroviridae,1,0.3145,0,False,false_negative
318563,Picornaviridae,1,0.8749,1,True,correct
318564,Picornaviridae,1,0.9249,1,True,correct
318565,Picornaviridae,1,0.853,1,True,correct
318566,Picornaviridae,1,0.9535,1,True,correct
318567,Picornaviridae,1,0.9726,1,True,correct
318568,Picornaviridae,1,0.6888,1,True,correct
318569,Picornaviridae,1,0.7722,1,True,correct
318570,Picornaviridae,1,0.8881,1,True,correct
325445,Picornaviridae,1,0.9721,1,True,correct
325446,Picornaviridae,1,0.9581,1,True,correct
325447,Picornaviridae,1,0.9046,1,True,correct
325678,Orthomyxoviridae,0,0.2609,0,True,correct
329376,Orthomyxoviridae,0,0.2588,0,True,correct
332097,Togaviridae,0,0.3996,0,True,correct
333278,Orthomyxoviridae,0,0.2878,0,True,correct
333751,Papillomaviridae,1,0.6672,1,True,correct
333752,Papillomaviridae,1,0.8923,1,True,correct
333753,Papillomaviridae,1,0.652,1,True,correct
333759,Papillomaviridae,1,0.8216,1,True,correct
333760,Papillomaviridae,1,0.9176,1,True,correct
333762,Papillomaviridae,1,0.9557,1,True,correct
333763,Papillomaviridae,1,0.9411,1,True,correct
333764,Papillomaviridae,1,0.9351,1,True,correct
333765,Papillomaviridae,1,0.7616,1,True,correct
333766,Papillomaviridae,1,0.9732,1,True,correct
333767,Papillomaviridae,1,0.8779,1,True,correct
333769,Papillomaviridae,1,0.8481,1,True,correct
333770,Papillomaviridae,1,0.7599,1,True,correct
333771,Papillomaviridae,1,0.9715,1,True,correct
333772,Papillomaviridae,1,0.9268,1,True,correct
333923,Papillomaviridae,1,0.9511,1,True,correct
333924,Papillomaviridae,1,0.6188,1,True,correct
333930,Papillomaviridae,1,0.9161,1,True,correct
333931,Papillomaviridae,1,0.835,1,True,correct
334203,Papillomaviridae,1,0.7794,1,True,correct
334204,Papillomaviridae,1,0.8277,1,True,correct
334209,Papillomaviridae,1,0.948,1,True,correct
334210,Papillomaviridae,1,0.8357,1,True,correct
336619,Caliciviridae,1,0.9415,1,True,correct
336960,Astroviridae,0,0.7071,1,False,false_positive
336961,Astroviridae,0,0.4643,0,True,correct
337042,Papillomaviridae,1,0.9684,1,True,correct
337051,Papillomaviridae,1,0.4743,0,False,false_negative
338079,Retroviridae,0,0.5,1,False,false_positive
338323,Papillomaviridae,1,0.5,1,True,correct
338326,Papillomaviridae,1,0.9066,1,True,correct
338327,Papillomaviridae,1,0.9076,1,True,correct
340017,Caliciviridae,1,0.6156,1,True,correct
348008,Peribunyaviridae,0,0.6489,1,False,false_positive
348011,Peribunyaviridae,0,0.6583,1,False,false_positive
351073,Spinareoviridae,1,0.1545,0,False,false_negative
352770,Orthomyxoviridae,0,0.305,0,True,correct
356114,Hepaciviridae,1,0.9172,1,True,correct
376148,Picornaviridae,1,0.8374,1,True,correct
379081,Caliciviridae,1,0.8752,1,True,correct
397342,Poxviridae,0,0.4827,0,True,correct
408681,Picornaviridae,1,0.8431,1,True,correct
411152,Picornaviridae,1,0.8898,1,True,correct
423446,Polyomaviridae,1,0.8222,1,True,correct
427343,Papillomaviridae,1,0.907,1,True,correct
432261,Anelloviridae,1,0.9251,1,True,correct
459785,Adenoviridae,1,0.9198,1,True,correct
463676,Picornaviridae,1,0.8561,1,True,correct
479952,Caliciviridae,1,0.8455,1,True,correct
507486,Peribunyaviridae,0,0.7214,1,False,false_positive
509628,Hepeviridae,0,0.2021,0,True,correct
511755,Picornaviridae,1,0.7776,1,True,correct
515176,Caliciviridae,1,0.3528,0,False,false_negative
515177,Caliciviridae,1,0.879,1,True,correct
515179,Caliciviridae,1,0.46,0,False,false_negative
515180,Caliciviridae,1,0.5772,1,True,correct
518628,Papillomaviridae,1,0.9052,1,True,correct
