virus_taxid,virus_family,true_label,predicted_prob,predicted_label,correct,error_type
11120,Coronaviridae,1,0.2117,0,False,false_negative
11137,Coronaviridae,1,0.6325,1,True,correct
11138,Coronaviridae,1,0.5312,1,True,correct
11153,Coronaviridae,1,0.0408,0,False,false_negative
11216,Paramyxoviridae,1,0.7094,1,True,correct
11224,Paramyxoviridae,0,0.435,0,True,correct
11250,Pneumoviridae,1,0.3381,0,False,false_negative
11263,Pneumoviridae,1,0.2032,0,False,false_negative
11276,Rhabdoviridae,1,0.7238,1,True,correct
11292,Rhabdoviridae,1,0.8678,1,True,correct
11318,Orthomyxoviridae,1,0.8524,1,True,correct
11320,Orthomyxoviridae,1,0.8851,1,True,correct
11520,Orthomyxoviridae,1,0.8545,1,True,correct
11569,Orthomyxoviridae,1,0.9421,1,True,correct
11642,Retroviridae,1,0.3079,0,False,false_negative
11676,Retroviridae,1,0.7511,1,True,correct
11709,Retroviridae,1,0.6952,1,True,correct
11723,Retroviridae,1,0.3994,0,False,false_negative
11757,Retroviridae,1,0.8127,1,True,correct
11786,Retroviridae,1,0.9466,1,True,correct
11827,Retroviridae,0,0.5199,1,False,false_positive
11840,Retroviridae,1,0.9118,1,True,correct
11855,Retroviridae,1,0.315,0,False,false_negative
11901,Retroviridae,1,0.8059,1,True,correct
11908,Retroviridae,1,0.2703,0,False,false_negative
11909,Retroviridae,1,0.8784,1,True,correct
11963,Retroviridae,1,0.0487,0,False,false_negative
11970,Retroviridae,1,0.753,1,True,correct
12060,Picornaviridae,0,0.0323,0,True,correct
12063,Picornaviridae,0,0.0589,0,True,correct
12067,Picornaviridae,1,0.0619,0,False,false_negative
12069,Picornaviridae,1,0.3743,0,False,false_negative
12071,Picornaviridae,1,0.2361,0,False,false_negative
12072,Picornaviridae,1,0.5519,1,True,correct
12073,Picornaviridae,1,0.2627,0,False,false_negative
12075,Picornaviridae,1,0.0642,0,False,false_negative
12078,Picornaviridae,0,0.3004,0,True,correct
12080,Picornaviridae,1,0.1182,0,False,false_negative
12083,Picornaviridae,0,0.1462,0,True,correct
12086,Picornaviridae,0,0.8458,1,False,false_positive
12089,Picornaviridae,1,0.5301,1,True,correct
12090,Picornaviridae,1,0.2691,0,False,false_negative
12092,Picornaviridae,1,0.7451,1,True,correct
12104,Picornaviridae,1,0.7649,1,True,correct
12111,Picornaviridae,1,0.4474,0,False,false_negative
12116,Picornaviridae,1,0.5,1,True,correct
12118,Picornaviridae,1,0.5456,1,True,correct
12130,Picornaviridae,0,0.0391,0,True,correct
12131,Picornaviridae,0,0.0153,0,True,correct
12135,Picornaviridae,0,0.0909,0,True,correct
12480,Polyomaviridae,0,0.2431,0,True,correct
12538,Rhabdoviridae,1,0.7717,1,True,correct
12542,Flaviviridae,1,0.8984,1,True,correct
12618,Anelloviridae,0,0.5854,1,False,false_positive
12643,Poxviridae,1,0.5838,1,True,correct
12701,Astroviridae,0,0.2107,0,True,correct
12721,Retroviridae,0,0.1679,0,True,correct
12730,Paramyxoviridae,1,0.5167,1,True,correct
12814,Pneumoviridae,1,0.1801,0,False,false_negative
28280,Adenoviridae,0,0.2565,0,True,correct
28285,Adenoviridae,1,0.3793,0,False,false_negative
28332,Retroviridae,0,0.5953,1,False,false_positive
28873,Poxviridae,1,0.5407,1,True,correct
28875,Sedoreoviridae,1,0.8572,1,True,correct
28876,Sedoreoviridae,1,0.0981,0,False,false_negative
31547,Papillomaviridae,0,0.0513,0,True,correct
31548,Papillomaviridae,0,0.0619,0,True,correct
31552,Papillomaviridae,0,0.2002,0,True,correct
31631,Coronaviridae,1,0.8239,1,True,correct
31704,Picornaviridae,1,0.5476,1,True,correct
31708,Picornaviridae,1,0.0927,0,False,false_negative
32603,Orthoherpesviridae,1,0.4442,0,False,false_negative
32604,Orthoherpesviridae,0,0.8634,1,False,false_positive
32608,Adenoviridae,0,0.406,0,True,correct
33745,Hepaciviridae,0,0.3528,0,True,correct
33746,Hepaciviridae,0,0.2003,0,True,correct
33757,Picornaviridae,0,0.4564,0,True,correct
35293,Picornaviridae,0,0.2316,0,True,correct
35294,Picornaviridae,0,0.1603,0,True,correct
35295,Picornaviridae,0,0.0274,0,True,correct
35300,Astroviridae,0,0.6074,1,False,false_positive
35612,Caliciviridae,1,0.8314,1,True,correct
35740,Astroviridae,0,0.1332,0,True,correct
35741,Astroviridae,0,0.0599,0,True,correct
36427,Sedoreoviridae,1,0.2078,0,False,false_negative
37111,Papillomaviridae,0,0.1249,0,True,correct
37112,Papillomaviridae,0,0.0376,0,True,correct
37115,Papillomaviridae,0,0.3302,0,True,correct
37119,Papillomaviridae,0,0.039,0,True,correct
37120,Papillomaviridae,0,0.3964,0,True,correct
37121,Papillomaviridae,0,0.1061,0,True,correct
37124,Togaviridae,1,0.8811,1,True,correct
37130,Astroviridae,0,0.4732,0,True,correct
37296,Orthoherpesviridae,1,0.2369,0,False,false_negative
37954,Papillomaviridae,0,0.0948,0,True,correct
37955,Papillomaviridae,0,0.1102,0,True,correct
37956,Papillomaviridae,0,0.1231,0,True,correct
37957,Papillomaviridae,0,0.0402,0,True,correct
37958,Papillomaviridae,0,0.1015,0,True,correct
37959,Papillomaviridae,0,0.038,0,True,correct
38766,Rhabdoviridae,1,0.6314,1,True,correct
38767,Rhabdoviridae,1,0.5833,1,True,correct
38804,Poxviridae,1,0.2411,0,False,false_negative
38950,Astroviridae,0,0.173,0,True,correct
39054,Picornaviridae,1,0.168,0,False,false_negative
39085,Picornaviridae,0,0.1401,0,True,correct
39457,Papillomaviridae,0,0.16,0,True,correct
39767,Picornaviridae,0,0.0376,0,True,correct
40052,Sedoreoviridae,1,0.3599,0,False,false_negative
40053,Sedoreoviridae,1,0.3193,0,False,false_negative
40057,Sedoreoviridae,1,0.3907,0,False,false_negative
40058,Sedoreoviridae,1,0.5841,1,True,correct
40059,Sedoreoviridae,1,0.1098,0,False,false_negative
40064,Sedoreoviridae,1,0.1404,0,False,false_negative
40271,Hepaciviridae,0,0.3727,0,True,correct
40280,Picornaviridae,0,0.0651,0,True,correct
40538,Papillomaviridae,0,0.2042,0,True,correct
40539,Papillomaviridae,0,0.0365,0,True,correct
41846,Picornaviridae,1,0.0667,0,False,false_negative
41856,Hepaciviridae,1,0.2,0,False,false_negative
42182,Hepaciviridae,0,0.3206,0,True,correct
42567,Sedoreoviridae,1,0.1607,0,False,false_negative
42769,Picornaviridae,0,0.1325,0,True,correct
42770,Picornaviridae,0,0.5676,1,False,false_positive
42771,Picornaviridae,0,0.6259,1,False,false_positive
42772,Picornaviridae,1,0.6356,1,True,correct
42773,Picornaviridae,0,0.1393,0,True,correct
42774,Picornaviridae,0,0.0636,0,True,correct
42775,Picornaviridae,0,0.154,0,True,correct
42776,Picornaviridae,0,0.0644,0,True,correct
42778,Picornaviridae,0,0.2781,0,True,correct
42779,Picornaviridae,0,0.1205,0,True,correct
42782,Picornaviridae,1,0.6229,1,True,correct
42783,Picornaviridae,0,0.1765,0,True,correct
42784,Picornaviridae,0,0.1061,0,True,correct
42785,Picornaviridae,0,0.0222,0,True,correct
42786,Picornaviridae,0,0.0239,0,True,correct
42787,Picornaviridae,0,0.6904,1,False,false_positive
42788,Picornaviridae,0,0.1353,0,True,correct
42789,Picornaviridae,1,0.8202,1,True,correct
44024,Flaviviridae,1,0.6588,1,True,correct
44025,Flaviviridae,1,0.3454,0,False,false_negative
44026,Flaviviridae,1,0.8494,1,True,correct
44028,Papillomaviridae,0,0.156,0,True,correct
44128,Picornaviridae,0,0.02,0,True,correct
44129,Picornaviridae,0,0.0486,0,True,correct
44130,Picornaviridae,0,0.0673,0,True,correct
44131,Picornaviridae,0,0.0647,0,True,correct
44132,Picornaviridae,0,0.0725,0,True,correct
44133,Picornaviridae,0,0.0439,0,True,correct
44135,Picornaviridae,0,0.0505,0,True,correct
44136,Picornaviridae,0,0.0602,0,True,correct
44137,Picornaviridae,0,0.0409,0,True,correct
44158,Togaviridae,1,0.8529,1,True,correct
45101,Picornaviridae,0,0.0606,0,True,correct
45240,Papillomaviridae,0,0.1757,0,True,correct
45617,Retroviridae,0,0.4021,0,True,correct
45659,Adenoviridae,0,0.2594,0,True,correct
45999,Picornaviridae,0,0.0985,0,True,correct
46018,Picornaviridae,0,0.1161,0,True,correct
46350,Parvoviridae,0,0.9204,1,False,false_positive
46935,Adenoviridae,0,0.5387,1,False,false_positive
47000,Picornaviridae,1,0.6845,1,True,correct
47501,Picornaviridae,0,0.1769,0,True,correct
47503,Picornaviridae,1,0.2439,0,False,false_negative
47504,Picornaviridae,0,0.0895,0,True,correct
47505,Picornaviridae,0,0.0631,0,True,correct
47506,Picornaviridae,0,0.2408,0,True,correct
47508,Picornaviridae,0,0.0618,0,True,correct
47509,Picornaviridae,0,0.1938,0,True,correct
47510,Picornaviridae,0,0.1437,0,True,correct
47511,Picornaviridae,0,0.251,0,True,correct
47512,Picornaviridae,1,0.1475,0,False,false_negative
47513,Picornaviridae,0,0.2459,0,True,correct
47514,Picornaviridae,0,0.115,0,True,correct
47515,Picornaviridae,0,0.5461,1,False,false_positive
47516,Picornaviridae,0,0.4239,0,True,correct
48542,Togaviridae,0,0.4521,0,True,correct
48543,Togaviridae,1,0.7784,1,True,correct
50292,Orthoherpesviridae,1,0.6541,1,True,correct
51033,Papillomaviridae,0,0.0653,0,True,correct
53258,Poxviridae,0,0.2561,0,True,correct
54290,Hepaciviridae,1,0.7459,1,True,correct
54315,Pestiviridae,1,0.6927,1,True,correct
57482,Rhabdoviridae,1,0.7173,1,True,correct
57483,Rhabdoviridae,1,0.8923,1,True,correct
57579,Parvoviridae,1,0.8485,1,True,correct
57667,Retroviridae,1,0.6083,1,True,correct
59301,Togaviridae,1,0.8373,1,True,correct
59302,Togaviridae,1,0.5745,1,True,correct
59303,Togaviridae,1,0.1801,0,False,false_negative
59305,Togaviridae,0,0.4331,0,True,correct
59563,Flaviviridae,1,0.8667,1,True,correct
60875,Togaviridae,1,0.8647,1,True,correct
60876,Togaviridae,1,0.8364,1,True,correct
60877,Togaviridae,1,0.8145,1,True,correct
64280,Flaviviridae,1,0.5,1,True,correct
64285,Flaviviridae,1,0.3357,0,False,false_negative
64286,Flaviviridae,1,0.7429,1,True,correct
64290,Flaviviridae,1,0.6701,1,True,correct
64292,Flaviviridae,0,0.772,1,False,false_positive
64293,Flaviviridae,1,0.7888,1,True,correct
64300,Flaviviridae,1,0.5734,1,True,correct
64303,Flaviviridae,1,0.6821,1,True,correct
64305,Flaviviridae,1,0.6736,1,True,correct
64311,Flaviviridae,0,0.759,1,False,false_positive
64312,Flaviviridae,1,0.4451,0,False,false_negative
64315,Flaviviridae,1,0.8285,1,True,correct
64318,Flaviviridae,1,0.8106,1,True,correct
64320,Flaviviridae,1,0.8796,1,True,correct
68887,Anelloviridae,0,0.1114,0,True,correct
72149,Picornaviridae,1,0.7324,1,True,correct
72197,Parvoviridae,0,0.4757,0,True,correct
73034,Sedoreoviridae,1,0.1883,0,False,false_negative
73036,Sedoreoviridae,1,0.5527,1,True,correct
74561,Picornaviridae,0,0.0571,0,True,correct
77763,Sedoreoviridae,1,0.0929,0,False,false_negative
79691,Papillomaviridae,0,0.0557,0,True,correct
82300,Parvoviridae,0,0.9018,1,False,false_positive
82639,Picornaviridae,0,0.046,0,True,correct
84272,Togaviridae,0,0.5812,1,False,false_positive
85106,Parvoviridae,1,0.8797,1,True,correct
85708,Circoviridae,1,0.3154,0,False,false_negative
86107,Picornaviridae,0,0.6582,1,False,false_positive
86782,Hantaviridae,1,0.3189,0,False,false_negative
88059,Adenoviridae,0,0.7196,1,False,false_positive
90961,Rhabdoviridae,1,0.4215,0,False,false_negative
93678,Anelloviridae,1,0.0925,0,False,false_negative
93830,Hantaviridae,0,0.6655,1,False,false_positive
95340,Caliciviridae,1,0.2521,0,False,false_negative
99000,Poxviridae,1,0.112,0,False,false_negative
99565,Caliciviridae,0,0.5879,1,False,false_positive
102796,Orthomyxoviridae,1,0.8283,1,True,correct
102801,Orthomyxoviridae,1,0.8286,1,True,correct
104580,Sedoreoviridae,1,0.2928,0,False,false_negative
106820,Hepadnaviridae,0,0.4906,0,True,correct
106966,Picornaviridae,1,0.1197,0,False,false_negative
114654,Retroviridae,0,0.819,1,False,false_positive
114727,Orthomyxoviridae,1,0.9013,1,True,correct
114728,Orthomyxoviridae,1,0.863,1,True,correct
114729,Orthomyxoviridae,1,0.8704,1,True,correct
118027,Spinareoviridae,1,0.4748,0,False,false_negative
119210,Orthomyxoviridae,1,0.8404,1,True,correct
119218,Orthomyxoviridae,1,0.9436,1,True,correct
120381,Papillomaviridae,0,0.2409,0,True,correct
120686,Papillomaviridae,0,0.0506,0,True,correct
122928,Caliciviridae,1,0.8291,1,True,correct
122929,Caliciviridae,1,0.6284,1,True,correct
123738,Picornaviridae,0,0.2788,0,True,correct
129724,Papillomaviridae,0,0.2728,0,True,correct
129726,Poxviridae,1,0.9602,1,True,correct
129727,Poxviridae,1,0.9377,1,True,correct
129875,Adenoviridae,1,0.5444,1,True,correct
130308,Adenoviridae,1,0.4623,0,False,false_negative
130309,Adenoviridae,1,0.5096,1,True,correct
130310,Adenoviridae,1,0.1692,0,False,false_negative
132484,Paramyxoviridae,0,0.8845,1,False,false_positive
133704,Circoviridae,1,0.5273,1,True,correct
136966,Anelloviridae,0,0.0725,0,True,correct
138948,Picornaviridae,1,0.5146,1,True,correct
138949,Picornaviridae,1,0.2619,0,False,false_negative
138950,Picornaviridae,1,0.4598,0,False,false_negative
145856,Picobirnaviridae,1,0.2853,0,False,false_negative
147672,Picornaviridae,0,0.031,0,True,correct
147673,Picornaviridae,0,0.0403,0,True,correct
147674,Picornaviridae,0,0.0349,0,True,correct
147675,Picornaviridae,0,0.0343,0,True,correct
147676,Picornaviridae,0,0.0669,0,True,correct
147677,Picornaviridae,0,0.0918,0,True,correct
147678,Picornaviridae,0,0.0138,0,True,correct
147679,Picornaviridae,0,0.0342,0,True,correct
147680,Picornaviridae,0,0.0786,0,True,correct
147681,Picornaviridae,0,0.4515,0,True,correct
147683,Picornaviridae,0,0.0775,0,True,correct
147684,Picornaviridae,0,0.0397,0,True,correct
147685,Picornaviridae,0,0.1926,0,True,correct
147711,Picornaviridae,0,0.0827,0,True,correct
147712,Picornaviridae,0,0.0198,0,True,correct
147714,Picornaviridae,0,0.1972,0,True,correct
150546,Papillomaviridae,0,0.2301,0,True,correct
150904,Picornaviridae,0,0.1067,0,True,correct
157802,Orthomyxoviridae,1,0.7757,1,True,correct
159079,Paramyxoviridae,1,0.7214,1,True,correct
162145,Pneumoviridae,1,0.682,1,True,correct
164416,Flaviviridae,1,0.6827,1,True,correct
167321,Picornaviridae,0,0.0404,0,True,correct
167322,Picornaviridae,0,0.0169,0,True,correct
167324,Picornaviridae,0,0.0555,0,True,correct
167325,Picornaviridae,0,0.1002,0,True,correct
167326,Picornaviridae,0,0.0255,0,True,correct
167327,Picornaviridae,0,0.0482,0,True,correct
167328,Picornaviridae,0,0.0324,0,True,correct
167329,Picornaviridae,0,0.08,0,True,correct
167330,Picornaviridae,0,0.1047,0,True,correct
171370,Papillomaviridae,0,0.4796,0,True,correct
171720,Picornaviridae,0,0.095,0,True,correct
172148,Flaviviridae,1,0.8132,1,True,correct
172314,Picornaviridae,1,0.3816,0,False,false_negative
180170,Iridoviridae,0,0.2641,0,True,correct
181003,Peribunyaviridae,0,0.5063,1,False,false_positive
185579,Hepeviridae,1,0.1978,0,False,false_negative
185580,Hepeviridae,1,0.2204,0,False,false_negative
185889,Picornaviridae,0,0.0241,0,True,correct
185890,Picornaviridae,0,0.0149,0,True,correct
185891,Picornaviridae,0,0.0231,0,True,correct
185892,Picornaviridae,0,0.0242,0,True,correct
185893,Picornaviridae,0,0.0483,0,True,correct
185894,Picornaviridae,0,0.034,0,True,correct
185895,Picornaviridae,0,0.0123,0,True,correct
185896,Picornaviridae,0,0.0716,0,True,correct
185897,Picornaviridae,0,0.0394,0,True,correct
185898,Picornaviridae,0,0.0774,0,True,correct
185899,Picornaviridae,0,0.201,0,True,correct
185900,Picornaviridae,0,0.0521,0,True,correct
185901,Picornaviridae,0,0.0417,0,True,correct
185902,Picornaviridae,0,0.0234,0,True,correct
185903,Picornaviridae,0,0.0826,0,True,correct
185904,Picornaviridae,0,0.0739,0,True,correct
185905,Picornaviridae,0,0.0174,0,True,correct
185906,Picornaviridae,0,0.1347,0,True,correct
185907,Picornaviridae,0,0.1192,0,True,correct
185908,Picornaviridae,0,0.038,0,True,correct
185909,Picornaviridae,0,0.0451,0,True,correct
185910,Picornaviridae,0,0.0716,0,True,correct
185911,Picornaviridae,0,0.0308,0,True,correct
185912,Picornaviridae,0,0.031,0,True,correct
185913,Picornaviridae,0,0.0431,0,True,correct
185914,Picornaviridae,0,0.0296,0,True,correct
185915,Picornaviridae,0,0.0214,0,True,correct
185916,Picornaviridae,0,0.0385,0,True,correct
185917,Picornaviridae,0,0.0123,0,True,correct
185918,Picornaviridae,0,0.0724,0,True,correct
185919,Picornaviridae,0,0.0596,0,True,correct
185920,Picornaviridae,0,0.0427,0,True,correct
185921,Picornaviridae,0,0.0551,0,True,correct
185922,Picornaviridae,0,0.0617,0,True,correct
185923,Picornaviridae,0,0.0597,0,True,correct
185924,Picornaviridae,0,0.0131,0,True,correct
185925,Picornaviridae,0,0.0199,0,True,correct
185926,Picornaviridae,0,0.0225,0,True,correct
185927,Picornaviridae,0,0.0312,0,True,correct
185928,Picornaviridae,0,0.0412,0,True,correct
185929,Picornaviridae,0,0.0484,0,True,correct
185930,Picornaviridae,0,0.0106,0,True,correct
185931,Picornaviridae,0,0.0569,0,True,correct
185932,Picornaviridae,0,0.0656,0,True,correct
185933,Picornaviridae,0,0.0236,0,True,correct
185934,Picornaviridae,0,0.0579,0,True,correct
185935,Picornaviridae,0,0.0446,0,True,correct
185936,Picornaviridae,0,0.0692,0,True,correct
185937,Picornaviridae,0,0.0195,0,True,correct
185938,Picornaviridae,0,0.036,0,True,correct
185939,Picornaviridae,0,0.026,0,True,correct
185940,Picornaviridae,0,0.0662,0,True,correct
185941,Picornaviridae,0,0.0614,0,True,correct
185943,Picornaviridae,0,0.0691,0,True,correct
185944,Picornaviridae,0,0.025,0,True,correct
185945,Picornaviridae,0,0.1658,0,True,correct
185946,Picornaviridae,0,0.077,0,True,correct
186538,Filoviridae,1,0.7812,1,True,correct
186539,Filoviridae,1,0.759,1,True,correct
186540,Filoviridae,1,0.7469,1,True,correct
186541,Filoviridae,1,0.6392,1,True,correct
187984,Poxviridae,1,0.6744,1,True,correct
188539,Retroviridae,1,0.8638,1,True,correct
194965,Picornaviridae,1,0.7738,1,True,correct
195055,Picornaviridae,0,0.4153,0,True,correct
200154,Picornaviridae,0,0.091,0,True,correct
202250,Papillomaviridae,0,0.0502,0,True,correct
202252,Papillomaviridae,0,0.2052,0,True,correct
208893,Pneumoviridae,0,0.4613,0,True,correct
208895,Pneumoviridae,0,0.6302,1,False,false_positive
211787,Papillomaviridae,0,0.2456,0,True,correct
215851,Orthomyxoviridae,1,0.8651,1,True,correct
222887,Picornaviridae,0,0.0863,0,True,correct
222889,Picornaviridae,0,0.1991,0,True,correct
228330,Coronaviridae,0,0.7051,1,False,false_positive
245072,Adenoviridae,0,0.7948,1,False,false_positive
247268,Papillomaviridae,0,0.1225,0,True,correct
248062,Nairoviridae,1,0.7336,1,True,correct
260047,Adenoviridae,0,0.3358,0,True,correct
260717,Papillomaviridae,0,0.0681,0,True,correct
262897,Caliciviridae,1,0.9544,1,True,correct
272636,Parvoviridae,1,0.8549,1,True,correct
273348,Peribunyaviridae,0,0.1199,0,True,correct
273357,Peribunyaviridae,1,0.6685,1,True,correct
277944,Coronaviridae,0,0.6371,1,False,false_positive
282345,Picornaviridae,0,0.1248,0,True,correct
289365,Parvoviridae,1,0.7545,1,True,correct
289366,Anelloviridae,0,0.0658,0,True,correct
289367,Anelloviridae,0,0.0763,0,True,correct
290028,Coronaviridae,0,0.4733,0,True,correct
290280,Caliciviridae,0,0.4784,0,True,correct
297248,Picornaviridae,1,0.176,0,False,false_negative
306586,Picornaviridae,0,0.0892,0,True,correct
306588,Picornaviridae,1,0.3616,0,False,false_negative
310907,Picornaviridae,1,0.1457,0,False,false_negative
318279,Retroviridae,0,0.8705,1,False,false_positive
318563,Picornaviridae,0,0.187,0,True,correct
318564,Picornaviridae,0,0.1536,0,True,correct
318565,Picornaviridae,1,0.1271,0,False,false_negative
318566,Picornaviridae,0,0.0658,0,True,correct
318567,Picornaviridae,0,0.1083,0,True,correct
318568,Picornaviridae,0,0.1519,0,True,correct
318569,Picornaviridae,0,0.6081,1,False,false_positive
318570,Picornaviridae,0,0.1927,0,True,correct
325445,Picornaviridae,0,0.4363,0,True,correct
325446,Picornaviridae,0,0.1166,0,True,correct
325447,Picornaviridae,0,0.0954,0,True,correct
325678,Orthomyxoviridae,1,0.9075,1,True,correct
329376,Orthomyxoviridae,1,0.8851,1,True,correct
332097,Togaviridae,1,0.6043,1,True,correct
333278,Orthomyxoviridae,1,0.8563,1,True,correct
333751,Papillomaviridae,0,0.2737,0,True,correct
333752,Papillomaviridae,0,0.1341,0,True,correct
333753,Papillomaviridae,0,0.2186,0,True,correct
333759,Papillomaviridae,0,0.1814,0,True,correct
333760,Papillomaviridae,0,0.1121,0,True,correct
333762,Papillomaviridae,0,0.0616,0,True,correct
333763,Papillomaviridae,0,0.087,0,True,correct
333764,Papillomaviridae,0,0.0605,0,True,correct
333765,Papillomaviridae,0,0.1536,0,True,correct
333766,Papillomaviridae,0,0.1614,0,True,correct
333767,Papillomaviridae,0,0.2292,0,True,correct
333769,Papillomaviridae,0,0.0963,0,True,correct
333770,Papillomaviridae,0,0.2703,0,True,correct
333771,Papillomaviridae,0,0.0425,0,True,correct
333772,Papillomaviridae,0,0.0664,0,True,correct
333923,Papillomaviridae,0,0.0428,0,True,correct
333924,Papillomaviridae,0,0.3337,0,True,correct
333930,Papillomaviridae,0,0.0598,0,True,correct
333931,Papillomaviridae,0,0.0955,0,True,correct
334203,Papillomaviridae,0,0.2156,0,True,correct
334204,Papillomaviridae,0,0.1408,0,True,correct
334209,Papillomaviridae,0,0.0244,0,True,correct
334210,Papillomaviridae,0,0.1957,0,True,correct
336619,Caliciviridae,0,0.3649,0,True,correct
336960,Astroviridae,0,0.2982,0,True,correct
336961,Astroviridae,0,0.3097,0,True,correct
337042,Papillomaviridae,0,0.1522,0,True,correct
337051,Papillomaviridae,0,0.42,0,True,correct
338079,Retroviridae,1,0.3122,0,False,false_negative
338323,Papillomaviridae,0,0.4489,0,True,correct
338326,Papillomaviridae,0,0.1155,0,True,correct
338327,Papillomaviridae,0,0.0816,0,True,correct
340017,Caliciviridae,1,0.4016,0,False,false_negative
348008,Peribunyaviridae,1,0.2689,0,False,false_negative
348011,Peribunyaviridae,0,0.2373,0,True,correct
351073,Spinareoviridae,1,0.7917,1,True,correct
352770,Orthomyxoviridae,1,0.8912,1,True,correct
356114,Hepaciviridae,1,0.2406,0,False,false_negative
376148,Picornaviridae,0,0.1548,0,True,correct
379081,Caliciviridae,0,0.277,0,True,correct
397342,Poxviridae,1,0.5597,1,True,correct
408681,Picornaviridae,0,0.1562,0,True,correct
411152,Picornaviridae,0,0.149,0,True,correct
423446,Polyomaviridae,0,0.1896,0,True,correct
427343,Papillomaviridae,0,0.0505,0,True,correct
432261,Anelloviridae,0,0.1073,0,True,correct
459785,Adenoviridae,0,0.4225,0,True,correct
463676,Picornaviridae,1,0.1516,0,False,false_negative
479952,Caliciviridae,0,0.3189,0,True,correct
507486,Peribunyaviridae,0,0.2675,0,True,correct
509628,Hepeviridae,1,0.857,1,True,correct
511755,Picornaviridae,0,0.2418,0,True,correct
515176,Caliciviridae,1,0.5775,1,True,correct
515177,Caliciviridae,0,0.3379,0,True,correct
515179,Caliciviridae,0,0.6977,1,False,false_positive
515180,Caliciviridae,1,0.3507,0,False,false_negative
518628,Papillomaviridae,0,0.0749,0,True,correct
