virus_taxid,cluster_id,is_representative,cluster_size
270642,97,False,2
277944,97,True,2
11137,98,True,1
1965089,99,True,1
186538,100,True,1
3052505,101,True,1
565995,102,True,1
186541,103,True,1
186539,104,True,1
186540,105,True,1
3052224,106,True,1
3052181,107,True,1
3052225,108,True,1
3052223,109,True,1
3052221,110,True,1
2560526,111,True,2
11226,111,False,2
11224,112,True,1
2560321,113,True,1
132484,114,True,9
1511733,114,False,9
1056492,114,False,9
11234,114,False,9
1056491,114,False,9
763792,114,False,9
170525,114,False,9
658048,114,False,9
170528,114,False,9
1972587,115,True,1
3052342,116,True,1
2560525,117,True,1
12730,118,True,1
3052602,119,True,1
3052599,120,True,1
3052600,121,True,1
11216,122,True,1
3052561,123,True,1
1578041,124,True,9
1395182,124,False,9
1395181,124,False,9
2560602,124,False,9
1395183,124,False,9
1384673,124,False,9
1428458,124,False,9
1395179,124,False,9
1395180,124,False,9
2560580,125,True,1
208895,126,True,1
11250,127,True,1
2560319,128,True,1
159079,129,True,1
208893,130,True,1
11263,131,True,1
11642,132,True,1
162145,133,True,1
3052518,134,True,1
338079,135,True,1
2170197,136,True,1
11099,137,True,1
54315,138,True,1
2748252,139,True,1
3052514,140,True,1
1453408,141,True,1
3052510,142,True,1
44158,143,True,1
3052523,144,True,1
37124,145,True,1
38766,146,True,1
3052525,147,True,1
642022,148,True,1
38767,149,True,1
57482,150,True,1
2170195,151,True,1
11029,152,True,1
12538,153,True,1
11292,154,True,1
57483,155,True,1
59305,156,True,1
79899,157,False,2
2169701,157,True,2
90961,158,True,1
11033,159,True,1
11021,160,True,1
11276,161,True,1
11084,162,True,1
11034,163,False,4
84272,163,True,4
48540,163,False,4
31699,163,False,4
59300,164,False,2
59303,164,True,2
59302,165,True,1
11023,166,True,1
11020,167,True,1
1440170,168,True,1
48543,169,True,1
48542,170,True,1
11039,171,True,1
59301,172,True,1
60877,173,True,1
11024,174,True,1
332097,175,True,1
2083199,176,True,1
11036,177,True,1
1978540,178,True,1
2083198,179,True,1
60875,180,True,1
11082,181,True,1
60876,182,True,1
1972575,183,True,1
1972577,184,True,1
1972574,185,True,1
1972578,186,True,1
1972568,187,True,1
1972576,188,True,1
64320,189,True,1
12542,190,True,1
11089,191,True,1
1972579,192,True,1
11072,193,True,1
64286,194,True,1
64293,195,True,1
11079,196,True,1
64290,197,True,1
11085,198,True,1
64292,199,True,1
11080,200,True,1
11083,201,True,1
11077,202,True,1
11086,203,True,1
44024,204,True,1
64305,205,True,1
64303,206,True,1
164416,207,True,1
64315,208,True,1
44026,209,True,1
33743,210,False,2
172148,210,True,2
59563,211,True,1
11053,212,True,1
11060,213,True,2
12637,213,False,2
64311,214,True,1
11069,215,True,1
64312,216,True,1
11070,217,True,1
64300,218,True,1
11709,219,True,1
64318,220,True,1
64285,221,True,1
64280,222,True,1
1812175,223,True,2
11041,223,False,2
40271,224,True,1
3052230,225,True,1
42182,226,True,1
11723,227,True,1
1704090,228,True,1
749224,229,True,1
45617,230,True,1
356114,231,True,1
1544901,232,True,1
3052236,233,True,1
54290,234,True,3
2594177,234,False,3
1758225,234,False,3
33745,235,True,1
33746,236,True,1
2575370,237,True,3
2575371,237,False,3
2575372,237,False,3
433832,238,False,2
11676,238,True,2
11909,239,True,1
1511807,240,True,1
1714619,241,True,1
28332,242,True,1
11757,243,True,1
1897087,244,True,1
318279,245,True,1
11901,246,True,1
11855,247,True,1
11908,248,True,1
11840,249,True,1
1960046,250,True,1
194965,251,True,1
11786,252,True,1
35612,253,True,1
72149,254,True,2
1313215,254,False,2
188539,255,True,1
114654,256,True,4
438045,256,False,4
933438,256,False,4
11837,256,False,4
12118,257,True,1
2779847,258,True,3
1821750,258,False,3
434309,258,False,3
334210,259,True,1
338327,260,True,1
338326,261,True,1
333769,262,True,1
1982742,263,True,1
10620,264,True,1
120686,265,True,1
1425211,266,True,1
1547495,267,True,1
31552,268,True,1
120381,269,True,1
333767,270,True,2
37116,270,False,2
651733,271,False,2
1330524,271,True,2
333770,272,True,1
171370,273,True,1
10591,274,True,1
333763,275,True,1
37111,276,True,1
202252,277,True,1
150546,278,True,1
10618,279,True,1
1851123,280,True,1
10580,281,True,1
10590,282,True,1
333759,283,True,1
37112,284,True,1
10585,285,True,1
10615,286,True,1
10586,287,True,1
333760,288,True,1
39457,289,True,1
37115,290,True,1
720708,291,True,1
10573,292,True,1
10587,293,True,1
129724,294,True,1
260717,295,True,1
44028,296,True,1
333751,297,True,2
337043,297,False,2
338324,298,False,2
10593,298,True,2
37119,299,True,1
337042,300,True,2
333761,300,False,2
333765,301,True,1
333762,302,True,1
10611,303,True,1
333753,304,True,1
11983,305,False,2
262897,305,True,2
37114,306,False,2
10592,306,True,2
12104,307,True,1
45240,308,True,1
1288116,309,True,1
10595,310,True,1
334203,311,True,1
2848423,312,True,2
652810,312,False,2
673323,313,True,1
37120,314,True,1
1297549,315,True,1
1233383,316,True,1
47000,317,True,1
2259332,318,True,1
333766,319,True,1
290280,320,True,1
10599,321,False,2
337051,321,True,2
31547,322,True,1
37957,323,True,1
79691,324,True,1
333764,325,True,1
1070416,326,True,1
2003652,327,True,1
37121,328,True,1
587348,329,True,1
2003650,330,True,1
99565,331,True,1
51033,332,True,1
122928,333,True,1
587350,334,True,1
10579,335,True,1
479952,336,True,1
10589,337,True,1
1851215,338,True,1
927771,339,True,1
172314,340,True,1
1851220,341,True,1
122929,342,True,1
1507812,343,True,2
1507813,343,False,2
427343,344,True,1
10616,345,True,1
336619,346,True,12
258453,346,False,12
270370,346,False,12
272570,346,False,12
272571,346,False,12
272572,346,False,12
272573,346,False,12
272574,346,False,12
272575,346,False,12
272576,346,False,12
296145,346,False,12
370037,346,False,12
2779846,347,True,2
2594528,347,False,2
756497,348,True,1
379081,349,True,1
1280920,350,True,2
95342,350,False,2
95340,351,True,1
515180,352,True,1
756496,353,True,70
1261195,353,False,70
1261196,353,False,70
1261197,353,False,70
1261198,353,False,70
1261199,353,False,70
1261200,353,False,70
1261201,353,False,70
1261202,353,False,70
1261203,353,False,70
1261204,353,False,70
1261205,353,False,70
1261206,353,False,70
1261207,353,False,70
1261208,353,False,70
1261209,353,False,70
1261210,353,False,70
1261211,353,False,70
1261212,353,False,70
1261213,353,False,70
1261214,353,False,70
1261215,353,False,70
1261216,353,False,70
1261217,353,False,70
1261218,353,False,70
1261219,353,False,70
1261220,353,False,70
1261221,353,False,70
1261222,353,False,70
1261223,353,False,70
1261224,353,False,70
1261225,353,False,70
1261226,353,False,70
1261227,353,False,70
1261228,353,False,70
1261229,353,False,70
1261230,353,False,70
1261231,353,False,70
1261232,353,False,70
1261233,353,False,70
1261234,353,False,70
1261235,353,False,70
1261236,353,False,70
1261237,353,False,70
1261238,353,False,70
1261239,353,False,70
1261240,353,False,70
1261241,353,False,70
1261242,353,False,70
1261243,353,False,70
1261244,353,False,70
1261245,353,False,70
1261246,353,False,70
1261247,353,False,70
1261248,353,False,70
1261249,353,False,70
1261250,353,False,70
1261251,353,False,70
1261252,353,False,70
1261253,353,False,70
1261254,353,False,70
1261255,353,False,70
1261256,353,False,70
1261257,353,False,70
1261258,353,False,70
1261259,353,False,70
1261260,353,False,70
1261261,353,False,70
1261262,353,False,70
1261263,353,False,70
1851221,354,True,1
208726,355,False,2
12092,355,True,2
990302,356,True,1
556755,357,True,1
696746,358,True,1
1031410,359,True,1
587347,360,True,1
674093,361,True,1
211787,362,True,2
334208,362,False,2
515177,363,True,1
12089,364,True,1
123738,365,True,1
86107,366,True,1
674086,367,True,1
37956,368,True,1
1851127,369,True,1
1003429,370,True,1
138950,371,True,1
2849733,372,False,2
515179,372,True,2
991902,373,True,1
247269,374,False,2
334209,374,True,2
743811,375,True,1
333924,376,True,1
234603,377,False,3
291175,377,False,3
515176,377,True,3
12086,378,True,1
1295563,379,True,1
1175852,380,False,2
915429,380,True,2
2760813,381,True,3
318571,381,False,3
12062,381,False,3
282345,382,True,1
2487725,383,True,1
518629,384,True,1
318570,385,True,2
47507,385,False,2
582384,386,True,1
37958,387,True,1
318564,388,True,1
1315265,389,True,1
1851125,390,True,1
42787,391,True,1
325446,392,True,1
138948,393,True,1
47512,394,True,1
587351,395,True,1
12071,396,True,1
2650411,397,True,1
1435148,398,True,1
42783,399,True,1
12069,400,True,1
2015550,401,True,1
518628,402,True,1
318567,403,True,1
12072,404,True,2
12074,404,False,2
1961924,405,True,1
42771,406,True,1
33757,407,True,1
765054,408,True,1
42788,409,True,1
318566,410,True,1
10596,411,True,1
47513,412,True,1
47502,413,False,2
47515,413,True,2
12090,414,True,2
138951,414,False,2
42789,415,True,1
1851128,416,True,1
138949,417,True,1
909329,418,True,1
106966,419,True,2
64141,419,False,2
743812,420,True,1
518630,421,True,1
1070414,422,True,1
40280,423,True,1
2200957,424,True,1
587349,425,True,1
47514,426,True,1
1070418,427,True,1
1070415,428,True,1
2760820,429,True,1
310907,430,True,1
2093789,431,True,1
37954,432,True,1
1851216,433,True,1
1070412,434,True,1
1347832,435,True,1
909332,436,True,1
2060138,437,True,1
47501,438,True,1
1449827,439,True,1
1239439,440,True,1
861519,441,True,1
1070411,442,True,1
10617,443,True,1
1165934,444,True,1
2760819,445,True,1
1851218,446,True,1
334204,447,True,1
915426,448,True,2
1175849,448,False,2
1682341,449,True,1
1070413,450,True,2
1513256,450,False,2
1803956,451,True,1
909328,452,True,1
765055,453,True,1
1513263,454,True,1
2200958,455,True,1
333931,456,True,1
1055684,457,True,1
1961682,458,True,1
10566,459,True,1
1070409,460,True,1
1442164,461,True,1
1851214,462,True,1
1478160,463,True,2
1961681,463,False,2
333930,464,True,1
340017,465,True,1
376148,466,True,1
909333,467,True,1
3052370,468,True,1
2853106,469,True,1
2259334,470,True,1
1434988,471,True,1
1070408,472,False,2
1513260,472,True,2
2169902,473,True,1
1195796,474,True,1
1851126,475,True,1
31704,476,True,1
3052310,477,True,1
1542134,478,True,1
2200959,479,True,1
1513262,480,True,1
1961683,481,True,1
338323,482,True,2
1175848,482,False,2
1434986,483,True,1
1851219,484,True,1
1513258,485,True,1
2060135,486,True,1
3052303,487,True,1
1315260,488,True,1
765051,489,True,1
1851217,490,True,1
1110710,491,True,1
1851124,492,True,1
1315264,493,True,2
1513264,493,False,2
1513261,494,True,1
1315261,495,True,1
1315262,496,True,1
2060140,497,True,1
1906355,498,True,1
509628,499,True,1
1961678,500,True,1
1175850,501,True,1
1961783,502,True,1
1851122,503,True,1
185933,504,True,1
1961680,505,True,1
167329,506,True,1
185579,507,True,2
291484,507,False,2
1070420,508,True,1
1175851,509,True,1
1315263,510,True,1
1582094,511,True,1
147714,512,True,1
1315259,513,True,1
147712,514,True,1
147677,515,True,1
2060136,516,True,1
147683,517,True,1
2003649,518,True,1
1420544,519,True,1
1961679,520,True,1
167325,521,True,1
3052317,522,True,1
12131,523,True,1
2259343,524,True,1
147680,525,True,1
2060139,526,True,1
1851213,527,True,1
915428,528,True,1
1545700,529,True,1
40539,530,True,1
147679,531,True,1
1513259,532,True,1
746832,533,True,2
1513257,533,False,2
185889,534,True,1
942038,535,True,1
44137,536,True,1
3052314,537,True,1
44130,538,True,1
565537,539,True,1
147681,540,True,1
185912,541,True,1
2259331,542,True,1
147678,543,True,1
147711,544,True,2
12132,544,False,2
31708,545,True,1
195055,546,True,1
44136,547,True,1
533185,548,True,1
3052330,549,True,1
3052329,550,True,1
1647924,551,True,1
185913,552,True,1
185946,553,True,1
185937,554,True,1
185895,555,True,1
1682339,556,True,1
573824,557,True,1
185930,558,True,1
2320739,559,True,1
185904,560,True,1
185939,561,True,1
3052299,562,True,1
185911,563,True,1
185903,564,True,1
3052331,565,True,1
185941,566,True,1
167321,567,True,1
1315266,568,True,1
185931,569,True,1
185922,570,True,1
185909,571,True,1
909331,572,True,1
1906356,573,True,1
185894,574,True,1
44134,575,False,2
185910,575,True,2
185932,576,True,1
185944,577,True,1
147675,578,True,1
185929,579,True,1
185905,580,True,1
2169991,581,True,1
185908,582,True,1
1220265,583,True,1
2032983,584,True,1
2200956,585,True,1
37959,586,True,1
2094116,587,True,1
3052302,588,True,1
185942,589,False,2
185890,589,True,2
1077430,590,True,1
185935,591,True,1
3052328,592,True,1
1219407,593,True,1
147672,594,True,1
40538,595,True,1
1240004,596,True,1
463676,597,True,1
185900,598,True,1
167324,599,True,1
2060137,600,True,1
167326,601,True,1
2045075,602,True,1
147685,603,True,1
147673,604,True,1
185924,605,True,1
2045067,606,True,1
185902,607,True,1
185916,608,True,1
39767,609,True,1
3052307,610,True,1
185898,611,True,1
185936,612,True,1
2045078,613,True,1
185891,614,True,1
1033850,615,True,1
1219380,616,True,1
185923,617,True,1
1219376,618,True,1
185901,619,True,1
1219404,620,True,1
167328,621,True,1
12130,622,True,1
185938,623,True,1
185907,624,True,1
2777147,625,True,1
147674,626,True,1
1219377,627,True,1
1219405,628,True,1
1219381,629,True,1
3052305,630,True,1
1219406,631,True,1
185926,632,True,1
185893,633,True,1
2777131,634,True,2
1418041,634,False,2
1219413,635,True,1
185918,636,True,1
3052424,637,True,1
44129,638,True,1
185919,639,True,1
1219419,640,True,1
12135,641,True,1
185915,642,True,1
44131,643,True,1
3052300,644,True,1
185906,645,True,1
2045073,646,True,1
185921,647,True,1
3052409,648,True,1
3052445,649,True,1
3052390,650,True,1
507486,651,True,1
1678145,652,True,1
1418033,653,True,1
3052406,654,True,1
3052402,655,True,1
3052431,656,True,1
3052420,657,True,1
1501396,658,True,1
348011,659,True,1
1219416,660,True,1
318563,661,True,1
167322,662,True,1
42775,663,True,1
181003,664,True,1
2609450,665,True,1
336961,666,True,1
3052391,667,True,1
348008,668,True,2
3052428,668,False,2
3052414,669,True,1
3052440,670,True,1
3052401,671,True,1
1678230,672,True,1
3052418,673,True,1
185892,674,True,1
3052444,675,True,1
3052399,676,True,1
3052439,677,True,1
3052407,678,True,1
1933180,679,True,1
273357,680,True,2
3052381,680,False,2
3052371,681,True,1
3052413,682,True,1
3052385,683,True,1
2748254,684,True,1
3052404,685,True,1
3052387,686,True,1
3052456,687,True,1
1219378,688,True,1
1764076,689,True,1
611708,690,True,1
3052429,691,True,1
2748253,692,True,1
3052397,693,True,1
3052446,694,True,1
1868658,695,True,2
12456,695,False,2
1678227,696,True,1
12701,697,True,1
38950,698,True,1
44128,699,True,1
273348,700,True,1
37130,701,True,1
35300,702,True,2
43358,702,False,2
1239567,703,True,1
147676,704,True,1
1239565,705,True,1
1678143,706,True,1
35740,707,True,1
1239568,708,True,1
185925,709,True,1
47503,710,True,1
767521,711,False,3
645687,711,True,3
1570321,711,False,3
185920,712,True,1
3052789,713,True,1
683174,714,True,1
2003651,715,True,1
1518574,716,True,1
333923,717,True,1
2259728,718,True,1
1980456,719,True,1
3052493,720,True,1
185914,721,True,1
1239572,722,True,2
682382,722,False,2
3052480,723,True,1
93830,724,True,1
185934,725,True,1
3052477,726,True,1
1247113,727,True,1
3052637,728,True,1
2748958,729,True,1
86782,730,True,1
2576944,731,True,1
3052665,732,True,1
688699,733,True,1
3052801,734,True,1
3052811,735,True,1
2734436,736,True,1
3052641,737,True,1
1000649,738,True,1
3052647,739,True,1
1000647,740,True,1
3052684,741,True,1
1048856,742,True,1
3052676,743,True,1
1848960,744,True,2
1933190,744,False,2
3051992,745,True,1
1803393,746,False,2
1803394,746,True,2
1803390,747,True,1
3051989,748,True,1
3052640,749,True,1
3052660,750,True,1
568715,751,True,1
1247114,752,True,1
683172,753,True,1
11970,754,True,1
394504,755,False,8
430048,755,False,8
444473,755,False,8
1108925,755,False,8
1108926,755,False,8
689403,755,True,8
3052040,755,False,8
329641,755,False,8
3052189,756,True,1
1891726,757,True,1
289365,758,True,1
12480,759,True,1
2734294,760,True,1
1511919,761,True,1
1891767,762,True,1
638313,763,True,1
1891727,764,True,1
1891765,765,True,1
2773471,766,True,6
1511880,766,False,6
1511881,766,False,6
1511882,766,False,6
1511883,766,False,6
573977,766,False,6
1891762,767,True,1
1891763,768,True,1
1891728,769,True,1
943908,770,True,1
423446,771,True,4
423447,771,False,4
423448,771,False,4
1891764,771,False,4
1303334,772,True,1
72197,773,True,1
2506584,774,True,1
746831,775,True,1
1231709,776,True,2
1208309,776,False,2
746830,777,True,1
272636,778,True,1
3051624,779,True,1
1891745,780,True,1
57579,781,True,1
46350,782,True,1
85106,783,True,2
68558,783,False,2
1891754,784,True,1
1511894,785,True,1
10804,786,True,1
82300,787,True,1
1248136,788,True,1
3052686,789,True,1
42782,790,True,1
306588,791,True,1
42773,792,True,1
35294,793,True,1
222889,794,True,1
40059,795,True,1
40053,796,True,1
2017081,797,True,1
35293,798,True,1
2017080,799,True,1
40064,800,True,1
118027,801,True,1
1597962,802,True,1
538123,803,True,1
351073,804,True,1
687340,805,True,1
687355,806,True,1
687358,807,True,1
687365,808,True,1
687347,809,True,1
687354,810,True,1
2853120,811,True,1
1341019,812,True,1
104580,813,True,1
687349,814,True,1
2853118,815,True,1
687364,816,True,1
77763,817,True,1
2749452,818,False,3
2749453,818,True,3
2749454,818,False,3
687351,819,True,1
687342,820,True,1
687346,821,True,1
687366,822,True,1
68887,823,True,1
28312,824,True,1
687345,825,True,1
687341,826,True,1
3052499,827,True,1
687343,828,True,1
3052474,829,True,1
2853119,830,True,1
2749445,831,True,3
2749446,831,False,3
2749447,831,False,3
3052498,832,True,1
687367,833,True,1
687357,834,True,1
28875,835,True,1
2065056,836,True,1
687380,837,True,1
687356,838,True,1
2847140,839,True,1
432261,840,True,1
687379,841,True,1
2065054,842,True,1
2065049,843,True,1
2065055,844,True,1
2847138,845,True,3
489455,845,False,3
2764122,845,False,3
2847141,846,True,1
621278,847,True,4
489460,847,False,4
106821,847,False,4
10407,847,False,4
2065046,848,True,1
2065047,849,True,1
2065052,850,True,1
2065048,851,True,1
2065053,852,True,1
2065050,853,True,1
2847137,854,True,1
2065051,855,True,1
1172985,856,True,1
2269360,857,True,1
2571081,858,False,2
2571088,858,True,2
2571090,859,True,1
2571080,860,False,3
2571074,860,False,3
2571082,860,True,3
2571089,861,True,2
2714899,861,False,2
2571083,862,False,2
2714898,862,True,2
2571085,863,True,2
2571087,863,False,2
2571084,864,True,1
2571077,865,True,1
2571075,866,True,1
2571091,867,True,1
2571079,868,True,1
2571086,869,True,1
2571073,870,True,1
2057509,871,True,1
2571078,872,True,1
1965018,873,True,1
687375,874,True,1
93678,875,True,1
1535290,876,True,1
687376,877,True,1
687373,878,True,1
687371,879,True,1
687374,880,True,1
2065036,881,True,1
2057931,882,True,1
687369,883,True,1
1535291,884,True,1
2778524,885,True,1
1525173,886,True,1
1859149,887,True,1
2847139,888,True,1
2057933,889,True,2
2057932,889,False,2
2170113,890,True,1
687372,891,True,1
687370,892,True,1
289367,893,True,1
2530494,894,True,1
222887,895,True,1
318565,896,True,1
1914415,897,True,1
57667,898,True,1
1820159,899,True,1
318569,900,True,1
2170114,901,True,1
145856,902,True,1
2169935,903,True,1
1595998,904,True,2
2169934,904,False,2
2169936,905,True,1
11569,906,True,1
2137161,907,True,1
2496633,908,True,1
1002273,909,True,1
1618189,910,True,1
11318,911,True,1
11520,912,True,1
1163715,913,True,1
10941,914,True,1
2017083,915,True,1
119215,916,False,4
102801,916,True,4
102800,916,False,4
119214,916,False,4
28876,917,True,1
42770,918,True,1
12618,919,True,1
42772,920,True,1
36427,921,True,1
1415628,922,True,1
2853105,923,True,1
114727,924,True,1
1985415,925,True,1
1714621,926,True,1
2004487,927,True,1
1862824,928,True,1
2004962,929,True,1
1516081,930,True,1
289366,931,True,1
1488574,932,True,1
119218,933,True,2
102793,933,False,2
114728,934,True,1
2004961,935,True,1
1588764,936,False,7
1588765,936,False,7
1588766,936,False,7
1588761,936,False,7
1588762,936,False,7
2583509,936,True,7
2004957,936,False,7
248062,937,True,1
2748762,938,True,1
1459003,939,True,1
1673681,940,True,1
1214955,941,True,1
1415627,942,True,1
40052,943,True,1
2017082,944,True,1
2747210,945,True,1
742925,946,True,2
742924,946,False,2
1573584,947,True,2
1348500,947,False,2
2038727,948,True,1
3052503,949,True,1
2038725,950,True,1
2038724,951,True,1
2038728,952,True,1
2038723,953,True,1
185943,954,True,1
85708,955,True,1
119210,956,True,1
2038719,957,True,1
133704,958,True,1
185945,959,True,1
1001303,960,True,1
2038721,961,False,2
742919,961,True,2
40057,962,True,1
40058,963,True,1
12814,964,True,1
185940,965,True,1
2038720,966,True,1
2169855,967,True,1
44132,968,True,1
325678,969,True,1
1572667,970,True,2
1987745,970,False,2
3052121,971,True,1
185899,972,True,1
11827,973,True,1
102796,974,True,1
32608,975,True,1
10607,976,True,1
765052,977,True,1
1069441,978,True,1
352770,979,True,1
114729,980,True,1
215851,981,True,1
11320,982,True,1
157802,983,True,1
329376,984,True,1
106820,985,True,1
333278,986,True,1
2760818,987,True,1
538121,988,True,1
73036,989,True,1
44025,990,True,1
1141754,991,True,1
10943,992,True,1
42774,993,True,1
44135,994,True,1
150904,995,True,1
306586,996,True,1
185927,997,True,1
185917,998,True,1
45101,999,True,1
46018,1000,True,1
47511,1001,True,1
47506,1002,True,1
45999,1003,True,1
12073,1004,True,1
82639,1005,True,1
2777134,1006,True,1
1348384,1007,True,1
511755,1008,True,1
10588,1009,True,1
200154,1010,True,1
47516,1011,True,1
12080,1012,True,1
12083,1013,True,1
325445,1014,True,1
39054,1015,True,1
42769,1016,True,1
12075,1017,True,1
42784,1018,True,1
47510,1019,True,1
12060,1020,True,1
297248,1021,True,1
325447,1022,True,1
42785,1023,True,1
943084,1024,True,1
42786,1025,True,1
411152,1026,True,2
362784,1026,False,2
602074,1027,True,1
318568,1028,True,1
39085,1029,True,1
35741,1030,True,1
12063,1031,True,1
1096763,1032,True,1
47508,1033,True,1
1906354,1034,True,1
46935,1035,True,1
74561,1036,True,1
12111,1037,True,1
2749421,1038,True,1
41846,1039,True,1
12116,1040,True,1
12721,1041,True,1
31548,1042,True,1
202250,1043,True,1
10529,1044,True,1
1136260,1045,True,1
336960,1046,True,1
1070419,1047,True,1
1472342,1048,True,1
10598,1049,True,1
2035045,1050,True,1
42778,1051,True,1
1418064,1052,True,1
167330,1053,True,1
1209820,1054,True,1
1418035,1055,True,1
185580,1056,True,1
47504,1057,True,1
37955,1058,True,1
47505,1059,True,1
12078,1060,True,1
185928,1061,True,1
42779,1062,True,1
171720,1063,True,1
147684,1064,True,1
44133,1065,True,1
408681,1066,True,1
185896,1067,True,1
42776,1068,True,1
185897,1069,True,1
333752,1070,True,1
167327,1071,True,1
333771,1072,True,1
73034,1073,True,1
42567,1074,True,1
12067,1075,True,1
11153,1076,True,1
47509,1077,True,1
35295,1078,True,1
41856,1079,True,1
333772,1080,True,1
765056,1081,True,1
136966,1082,True,1
1384672,1083,True,1
1224522,1084,True,1
247268,1085,True,1
11963,1086,True,1
