virus_taxid,cluster_id,is_representative,cluster_size
560250,281,False,10
560242,281,False,10
560243,281,False,10
560244,281,False,10
560245,281,False,10
560246,281,False,10
560247,281,False,10
560248,281,False,10
1125677,281,True,10
11077,282,True,1
2606251,283,True,1
1821227,284,True,1
41408,285,False,3
11086,285,True,3
3234215,285,False,3
427634,286,False,2
1286143,286,True,2
44024,287,True,1
1972685,288,True,1
2775126,289,True,1
59563,290,False,2
3052466,290,True,2
673515,291,True,2
2817037,291,False,2
499854,292,True,1
1821222,293,True,1
318849,294,True,1
64305,295,True,1
1608146,296,True,1
2751814,297,True,1
2861005,298,True,1
164416,299,True,1
1653304,300,True,1
1254420,301,True,1
2877428,302,True,1
64307,303,True,1
985683,304,True,1
1530251,305,True,1
64287,306,True,1
33743,307,False,2
172148,307,True,2
537023,308,True,1
2972322,309,False,2
2983976,309,True,2
1919071,310,True,2
3026176,310,False,2
11053,311,True,1
1534468,312,True,1
1972687,313,True,1
631267,314,True,1
649187,315,True,1
1302179,316,True,1
11060,317,True,2
12637,317,False,2
64311,318,True,1
2972333,319,True,1
31658,320,True,1
3043611,321,True,1
11069,322,True,1
64308,323,True,1
1456752,324,True,1
1928710,325,True,1
11070,326,True,1
1534467,327,True,1
1969397,328,True,1
2304510,329,True,1
3052631,330,True,1
262791,331,False,11
560241,331,False,11
1048536,331,True,11
1048860,331,False,11
1048861,331,False,11
1048862,331,False,11
1048863,331,False,11
1048864,331,False,11
1041529,331,False,11
11093,331,False,11
1244563,331,False,11
40012,332,True,1
2972332,333,True,1
2751815,334,True,1
2972305,335,True,1
2045185,336,True,1
1244565,337,True,3
1041528,337,False,3
1935468,337,False,3
1445557,338,True,1
941339,339,False,4
1105173,339,True,4
1525797,339,False,4
1525798,339,False,4
2895618,340,True,1
2950732,341,True,1
3015520,342,True,1
2045186,343,True,1
2305258,344,True,1
2712734,345,True,1
64318,346,True,1
35279,347,True,2
1477528,347,False,2
64288,348,True,1
47300,349,True,2
41406,349,False,2
3052465,350,True,1
64310,351,True,1
64296,352,True,1
1805494,353,True,1
2805772,354,True,1
38837,355,True,1
64297,356,True,1
64295,357,True,1
2952018,358,True,1
2950736,359,True,1
3015525,360,True,1
667516,361,True,1
1564120,362,True,1
3377597,363,True,2
3467554,363,False,2
1969400,364,True,1
1969399,365,True,1
3433938,366,True,1
3377601,367,True,1
3467559,368,True,1
2972337,369,True,1
2972338,370,True,1
2952021,371,True,1
2994983,372,True,1
1890684,373,True,1
2952019,374,True,1
2651930,375,True,1
3683038,376,True,1
2696479,377,True,1
3451443,378,True,1
1955198,379,True,1
2972288,380,True,1
2980397,381,True,1
2976198,382,True,1
3038384,383,True,1
2972290,384,True,1
3345039,385,True,1
3015527,386,True,1
2972330,387,True,1
1752929,388,True,1
3381433,389,True,1
2651931,390,True,1
2972294,391,True,1
2972222,392,True,1
3052226,393,True,1
2972289,394,True,2
2972296,394,False,2
2952024,395,True,1
1916690,396,True,1
2776145,397,True,1
11901,398,True,1
1608085,399,True,1
2952022,400,True,1
3055744,401,True,1
2755159,402,True,1
2902641,403,True,1
3241518,404,True,1
1633878,405,True,1
1608046,406,True,2
3052797,406,False,2
2972287,407,True,1
72149,408,True,1
2886224,409,True,1
3451424,410,True,1
2777462,411,True,1
1484573,412,True,1
3451423,413,True,1
2304648,414,False,3
2789412,414,True,3
2800877,414,False,3
3055745,415,True,1
2972292,416,True,1
3239344,417,True,1
2661635,418,True,1
2699153,419,True,1
2972293,420,True,1
1608147,421,True,1
2980610,422,True,1
2860950,423,False,2
2809575,423,True,2
1628184,424,True,1
2686043,425,True,1
2913605,426,True,1
11976,427,True,1
3104761,428,True,1
2583416,429,True,1
2972306,430,True,1
2689369,431,True,1
2740136,432,True,1
2569610,433,True,1
12072,434,True,1
2689367,435,True,1
2789411,436,True,2
2800879,436,False,2
1803956,437,True,1
3433935,438,True,1
2027354,439,True,1
3052303,440,True,1
3052241,441,True,1
2609059,442,True,1
2809515,443,True,1
3064058,444,True,1
2689334,445,True,1
3078422,446,True,1
442713,447,True,1
1608059,448,True,1
2952023,449,True,1
195055,450,True,1
3052329,451,True,1
3052328,452,True,1
2972285,453,True,1
2219997,454,True,1
1819303,455,True,1
2583479,456,True,1
45270,457,True,1
442712,458,True,2
3052424,458,False,2
348010,459,True,1
3048655,460,True,1
3459227,461,True,1
2849744,462,True,2
3459229,462,False,2
35320,463,True,1
2034330,464,True,4
2116537,464,False,4
2555895,464,False,4
2800881,464,False,4
2748206,465,True,1
3459241,466,True,1
552554,467,True,1
2922982,468,True,1
348014,469,True,1
2656737,470,True,1
2748234,471,True,1
348009,472,True,1
1821545,473,True,1
11577,474,True,1
3052445,475,True,1
35305,476,True,2
3052390,476,False,2
507486,477,True,1
1678234,478,True,1
11580,479,True,1
2748208,480,True,1
2036703,481,True,1
2748231,482,True,1
35514,483,True,1
35511,484,True,2
3052402,484,False,2
35516,485,True,1
35318,486,True,2
3052431,486,False,2
348011,487,False,3
192196,487,True,3
192199,487,False,3
35316,488,True,1
3459234,489,True,1
45768,490,True,1
2748196,491,True,1
35513,492,True,1
1678231,493,True,1
3433941,494,True,1
1501396,495,True,1
1819304,496,True,1
35308,497,True,1
3050965,498,True,1
2748238,499,True,2
2748239,499,False,2
35313,500,True,1
2036955,501,True,1
2748240,502,True,1
3052427,503,True,2
35317,503,False,2
1819302,504,True,1
45767,505,True,1
2748232,506,True,1
2609058,507,True,1
3416581,508,True,2
3425875,508,False,2
3052384,509,True,1
1552846,510,True,1
1819306,511,True,1
2748236,512,True,1
2848037,513,True,1
181003,514,True,1
35515,515,True,1
999729,516,True,1
273344,517,False,2
11575,517,True,2
3052440,518,True,1
1623310,519,True,1
1678230,520,True,1
2748249,521,True,1
1819307,522,True,1
2748244,523,True,1
2303487,524,True,1
3052441,525,True,1
159140,526,True,1
273358,527,True,1
3052444,528,True,1
1590835,529,True,1
2805770,530,True,1
2847820,531,True,1
159150,532,True,1
159141,533,True,1
35307,534,True,1
3431265,535,True,1
3052378,536,True,1
35304,537,False,3
273357,537,True,3
3052381,537,False,3
273360,538,True,1
80935,539,False,2
273343,539,True,2
1763623,540,True,1
80942,541,True,1
80937,542,True,1
3052633,543,True,1
2748254,544,True,1
159137,545,True,1
2748250,546,True,1
2748203,547,True,1
273349,548,True,1
3052405,549,True,1
273359,550,True,1
70566,551,True,1
3052456,552,True,2
1138489,552,False,2
66264,553,True,1
118655,554,True,1
2748212,555,True,1
1764076,556,True,1
611708,557,True,1
3459247,558,True,1
3451421,559,True,1
159151,560,True,2
3052449,560,False,2
1608056,561,True,2
3052803,561,False,2
2748237,562,True,1
45269,563,True,1
1552845,564,True,1
2980575,565,True,1
11574,566,True,1
159142,567,True,1
11582,568,True,1
1608043,569,True,1
1526521,570,True,1
1526522,571,True,1
2704635,572,True,1
1406950,573,True,1
1642852,574,True,1
2972300,575,True,1
2980398,576,True,3
2980619,576,False,3
2980620,576,False,3
1844920,577,True,1
2951466,578,True,1
2972283,579,True,1
3052376,580,True,1
3394926,581,True,1
2036702,582,True,1
2972302,583,True,2
3396453,583,False,2
2972291,584,True,1
2755152,585,True,1
1608084,586,True,1
3243680,587,False,2
3467851,587,True,2
2079610,588,True,1
2972298,589,True,1
2816850,590,True,1
3401106,591,True,1
3433937,592,True,1
3038386,593,True,1
3055747,594,True,1
2800882,595,False,3
2950733,595,True,3
3052808,595,False,3
3239341,596,True,1
2847048,597,True,1
3052261,598,True,1
2020880,599,True,1
1216928,600,True,1
3061653,601,True,1
1608040,602,True,1
3052799,603,True,1
3052493,604,True,1
2583812,605,False,2
2972299,605,True,2
2755150,606,True,1
2884278,607,True,1
2704636,608,True,1
2972286,609,True,1
3451426,610,True,1
3055746,611,True,1
1608145,612,True,1
3696584,613,True,1
2697642,614,True,1
487098,615,True,1
2977130,616,True,1
3451425,617,True,1
1457166,618,True,1
1531283,619,True,2
1608048,619,False,2
2789410,620,True,1
2972295,621,True,1
3451422,622,True,1
2816849,623,True,1
2748958,624,True,1
2972301,625,True,1
1010669,626,True,2
2748255,626,False,2
2810279,627,False,2
2874031,627,True,2
3393475,628,True,1
2560015,629,True,3
2789409,629,False,3
2800874,629,False,3
2748235,630,True,1
2972284,631,True,1
3060500,632,True,1
487102,633,True,1
1531284,634,False,2
1531287,634,True,2
206378,635,True,1
1569922,636,True,1
1814226,637,True,1
1851087,638,True,1
2983973,639,True,3
2749824,639,False,3
3038385,639,False,3
1010666,640,True,1
3467808,641,True,1
11591,642,True,1
1933191,643,True,1
2972304,644,True,1
1564099,645,True,1
2800875,646,False,2
3052664,646,True,2
11588,647,True,2
3052676,647,False,2
3043492,648,True,1
3345144,649,True,1
3707041,650,True,1
999535,651,False,3
984974,651,False,3
1003835,651,True,3
3118734,652,True,2
1457386,652,False,2
1763596,653,True,1
1608142,654,True,1
603003,655,True,1
2895616,656,True,1
1219465,657,True,1
2847813,658,True,1
1213620,659,True,2
1282797,659,False,2
1213621,660,True,1
2555547,661,True,1
3377005,662,True,1
2851140,663,True,1
2951464,664,True,1
3394924,665,True,1
748192,666,True,1
2201043,667,True,7
2555885,667,False,7
2555886,667,False,7
2555887,667,False,7
2555888,667,False,7
2555889,667,False,7
2800883,667,False,7
3072960,668,True,1
1204160,669,True,1
2744401,670,True,1
3055749,671,True,1
3394925,672,True,1
707546,673,True,1
11788,674,True,1
3377596,675,True,1
2805769,676,True,1
185638,677,True,1
172296,678,True,1
2980629,679,True,1
2839036,680,False,2
10784,680,True,2
3348409,681,True,1
46839,682,True,2
2936928,682,False,2
3345198,683,True,1
1883111,684,True,1
2715178,685,True,1
2839030,686,True,1
1126383,687,True,1
2304505,688,True,1
2810711,689,True,1
2952020,690,True,1
10788,691,True,1
2689333,692,True,1
2902639,693,True,1
1096141,694,True,1
1864484,695,True,1
3070203,696,True,1
3043486,697,True,1
2030127,698,True,2
2776787,698,False,2
1634381,699,True,1
3072959,700,True,1
1217821,701,True,1
2689332,702,True,1
2050976,703,True,1
1969398,704,True,1
2055261,705,True,1
272636,706,True,1
1608077,707,True,1
2304509,708,True,1
2980574,709,True,1
1407072,710,True,1
1126384,711,True,1
2303490,712,True,1
3077377,713,True,1
1955166,714,True,1
306276,715,True,1
1940570,716,True,1
2980601,717,True,1
2109376,718,True,1
2027355,719,True,1
2651939,720,True,1
2951069,721,True,1
2290890,722,True,1
2026603,723,True,1
1133363,724,True,1
62352,725,True,1
2585267,726,True,1
2809312,727,True,1
2014339,728,True,1
2972252,729,True,1
2689356,730,True,1
365047,731,True,1
2980606,732,True,1
3345145,733,True,1
2867438,734,True,1
1933178,735,True,1
2697641,736,True,1
374448,737,True,1
1513199,738,True,2
2794512,738,False,2
2755151,739,True,1
2859665,740,True,1
2867436,741,True,1
3467795,742,True,1
3416579,743,True,1
185879,744,False,6
194675,744,True,6
2304518,744,False,6
2590569,744,False,6
284221,744,False,6
2963717,744,False,6
1427476,745,True,1
186156,746,False,9
465914,746,False,9
1513196,746,False,9
642590,746,False,9
945962,746,False,9
1914448,746,True,9
2250700,746,False,9
1513195,746,False,9
3067670,746,False,9
40060,747,True,1
2108521,748,True,1
912116,749,False,3
1565588,749,False,3
3459225,749,True,3
2026602,750,True,1
2895619,751,True,1
2771463,752,True,1
1408137,753,True,1
2250219,754,True,1
2899249,755,True,1
1820046,756,True,1
1471048,757,True,2
3459230,757,False,2
3424593,758,True,1
3459237,759,True,1
2094261,760,True,1
2841875,761,True,1
40056,762,True,1
1170505,763,True,1
3459223,764,True,1
40061,765,True,1
1428763,766,True,3
1692107,766,False,3
1955493,766,False,3
1170506,767,True,1
3118306,768,True,1
40054,769,True,1
47465,770,True,2
3459242,770,False,2
40051,771,True,2
35328,771,False,2
40067,772,True,1
35327,773,True,1
35332,774,True,1
108088,775,True,1
1435294,776,True,1
559180,777,True,1
2599624,778,True,1
77204,779,True,5
40059,779,False,5
1565589,779,False,5
108090,779,False,5
108087,779,False,5
108089,780,True,1
40053,781,True,1
2547358,782,True,1
3459236,783,True,1
1853202,784,False,2
2498144,784,True,2
1565591,785,True,1
204269,786,True,1
40064,787,True,1
881914,788,True,1
1484571,789,True,1
1597962,790,True,1
1769781,791,True,1
1679172,792,True,1
2985555,793,True,1
40065,794,True,1
2809846,795,True,1
1567404,796,True,1
3416580,797,True,1
3446378,798,True,1
341721,799,True,1
3154165,800,True,1
526523,801,True,1
104580,802,True,1
77763,803,True,1
3459248,804,True,1
246280,805,True,1
1766829,806,True,1
68887,807,True,1
1607696,808,True,1
2982807,809,True,1
3056569,810,True,1
464979,811,True,1
3081665,812,True,1
2980602,813,True,1
2734366,814,True,1
1955168,815,True,1
40062,816,True,1
1230254,817,True,2
2734558,817,False,2
2980607,818,True,1
2809007,819,True,1
2585499,820,False,5
2569752,820,False,5
2737685,820,False,5
3058443,820,False,5
3058444,820,True,5
10407,821,True,1
3377602,822,True,1
104581,823,True,1
3076944,824,True,1
2980582,825,True,1
1172985,826,True,1
2744402,827,True,1
2739774,828,True,1
3467796,829,True,1
3126522,830,True,1
2972253,831,True,1
3403579,832,True,1
2269360,833,True,2
2925819,833,False,2
1489102,834,True,1
2972254,835,True,1
2829081,836,True,1
2863961,837,False,2
2951470,837,True,2
3466800,838,True,1
3403577,839,True,1
45029,840,True,1
94967,841,True,1
45032,842,True,1
94966,843,True,1
1954248,844,True,1
687386,845,True,1
2663720,846,True,1
2951471,847,True,1
1807813,848,True,1
2863959,849,True,1
2972258,850,True,1
2025480,851,True,1
2951488,852,True,1
742825,853,True,1
2998222,854,True,1
2951487,855,True,1
2951486,856,True,1
1608131,857,True,2
2805755,857,False,2
3377598,858,True,1
2809669,859,True,1
1608129,860,True,1
1618254,861,True,1
2972261,862,True,2
3433933,862,False,2
2594109,863,True,1
198421,864,True,1
2744400,865,True,1
2872738,866,True,1
1034771,867,True,1
1890685,868,True,1
2665414,869,True,1
2805754,870,True,1
1034792,871,True,1
1034793,872,True,1
3042448,873,True,1
1963253,874,True,1
3401101,875,True,1
3467807,876,True,1
1608130,877,True,1
2998227,878,False,2
2809795,878,True,2
1608128,879,True,1
2951468,880,True,1
2805753,881,True,1
3467571,882,True,1
2025477,883,True,1
2607739,884,True,1
3015522,885,True,1
2892532,886,True,1
2607737,887,True,1
3072949,888,True,1
3239818,889,True,1
3382194,890,True,1
688436,891,True,1
11569,892,True,1
1204161,893,True,1
688437,894,True,1
2992311,895,True,1
2137161,896,True,1
2894005,897,True,1
2486715,898,True,1
3406653,899,True,1
1608132,900,True,1
2952026,901,True,1
2972256,902,False,2
3433932,902,True,2
1428581,903,True,1
1428582,904,True,1
1002273,905,True,1
2972255,906,True,2
3241516,906,False,2
1618189,907,True,1
53017,908,True,1
1927799,909,True,1
2951475,910,True,1
11318,911,True,1
2972259,912,True,1
2715208,913,True,1
2972257,914,True,1
2972260,915,True,1
2202565,916,True,1
2952028,917,True,1
2847851,918,True,1
1034791,919,True,1
2875329,920,True,1
2654565,921,True,1
3377599,922,True,1
1692255,923,True,1
2951493,924,True,1
2895600,925,True,1
1983771,926,True,1
1565590,927,True,1
2219899,928,True,1
2016461,929,True,1
1034805,930,True,1
2304514,931,True,1
1985374,932,True,1
2025478,933,True,1
2739773,934,True,1
3064049,935,True,1
2951489,936,True,1
2951469,937,True,1
2951492,938,True,1
3132239,939,True,1
3377603,940,True,1
2951490,941,True,1
2951484,942,True,1
2902617,943,True,1
2951474,944,True,1
2951478,945,True,1
2951491,946,True,1
2951485,947,True,1
2980609,948,True,1
1414603,949,True,1
2951480,950,True,1
1868221,951,True,1
2952027,952,True,1
40052,953,True,1
2607738,954,True,1
1844928,955,True,1
2980603,956,True,1
3367773,957,True,1
2951476,958,True,1
1983779,959,True,1
2980576,960,True,1
3154163,961,True,1
2952025,962,True,1
3399804,963,True,1
2304481,964,True,1
2952039,965,True,1
3239318,966,True,1
3064052,967,True,1
3064053,968,True,1
2951483,969,True,1
85708,970,True,1
2951482,971,True,1
2952029,972,True,1
1611039,973,True,1
1955170,974,True,1
1001303,975,True,1
2951477,976,True,1
3239314,977,True,1
2951479,978,True,1
2805771,979,True,1
11827,980,True,1
2972262,981,True,1
3416578,982,True,1
2560014,983,True,1
3046367,984,True,1
3239313,985,True,1
1628186,986,True,3
2809944,986,False,3
2905495,986,False,3
2713212,987,True,1
2895602,988,True,1
3416584,989,True,1
3076945,990,True,1
3239315,991,True,1
2980605,992,True,1
301964,993,True,1
2980612,994,True,1
2951473,995,True,1
1610817,996,True,1
2951481,997,True,1
3239817,998,True,1
2759331,999,True,1
1610820,1000,True,1
2972264,1001,True,1
2859666,1002,True,1
595217,1003,True,1
1977075,1004,True,1
3391156,1005,True,1
2895608,1006,True,1
1642042,1007,True,2
2800876,1007,False,2
2895596,1008,True,1
2895591,1009,True,1
2895594,1010,True,1
2053814,1011,True,1
1917976,1012,True,1
2661637,1013,True,1
3154161,1014,True,1
2980586,1015,True,1
2980604,1016,True,1
2555890,1017,True,2
2555891,1017,False,2
1833897,1018,False,6
1833899,1018,False,6
1833911,1018,False,6
2555892,1018,False,6
2555893,1018,True,6
2555894,1018,False,6
2895609,1019,True,1
2555896,1020,True,1
59509,1021,True,1
690897,1022,True,1
2980613,1023,True,1
2895604,1024,True,1
2895607,1025,True,1
34613,1026,True,1
2951472,1027,True,1
3108755,1028,True,1
2980608,1029,True,1
2980618,1030,True,1
2980611,1031,True,1
11864,1032,True,1
177898,1033,True,1
177895,1034,True,1
3239312,1035,True,1
2972263,1036,True,1
2800873,1037,True,1
1484570,1038,True,1
1041933,1039,True,1
2895613,1040,True,1
349066,1041,True,1
311554,1042,True,1
2800884,1043,True,1
267783,1044,True,2
267784,1044,False,2
2851139,1045,True,1
2789883,1046,True,1
2697643,1047,True,1
3055751,1048,True,1
3077378,1049,True,1
2895588,1050,True,1
2895587,1051,True,1
1562507,1052,True,1
3239317,1053,True,1
348026,1054,True,1
2661633,1055,True,1
2851136,1056,True,1
2855390,1057,True,1
3396564,1058,True,1
1034795,1059,True,1
544571,1060,True,1
2895586,1061,True,1
2789884,1062,True,1
2491660,1063,True,1
12063,1064,True,1
2807198,1065,True,1
2863960,1066,True,1
3154162,1067,True,1
31657,1068,True,1
33720,1069,True,1
178787,1070,True,1
543721,1071,True,1
500324,1072,True,1
3129116,1073,True,1
2809670,1074,True,1
487097,1075,True,1
1046551,1076,True,1
1981097,1077,True,1
3438446,1078,True,1
3467577,1079,True,1
3467576,1080,True,1
2895592,1081,True,1
2895589,1082,True,1
2015055,1083,False,18
2015056,1083,True,18
1833898,1083,False,18
1833900,1083,False,18
1833906,1083,False,18
1833912,1083,False,18
1833914,1083,False,18
1833917,1083,False,18
1833920,1083,False,18
1833921,1083,False,18
1833924,1083,False,18
1833926,1083,False,18
1833927,1083,False,18
1833929,1083,False,18
1833931,1083,False,18
1833932,1083,False,18
1833933,1083,False,18
1833934,1083,False,18
1913640,1084,True,1
2734396,1085,True,1
2996478,1086,True,1
2860949,1087,True,1
2015054,1088,True,1
3060160,1089,True,1
2015057,1090,True,4
2015058,1090,False,4
2015059,1090,False,4
2015060,1090,False,4
2860948,1091,True,1
1564122,1092,True,1
2810278,1093,True,1
196403,1094,True,1
3052364,1095,True,1
2572766,1096,True,1
2800880,1097,True,1
2663721,1098,True,1
2734395,1099,True,1
2809440,1100,True,1
1564119,1101,True,1
2800878,1102,True,1
3056570,1103,True,1
3056571,1104,True,1
3056572,1105,True,1
3056573,1106,True,1
2713454,1107,True,1
1833915,1108,True,1
1833901,1109,False,18
1833902,1109,False,18
1833903,1109,False,18
1833904,1109,False,18
1833905,1109,False,18
1833907,1109,False,18
1833908,1109,False,18
1833909,1109,False,18
1833910,1109,False,18
1833913,1109,False,18
1833916,1109,False,18
1833918,1109,False,18
1833919,1109,False,18
1833922,1109,False,18
1833923,1109,False,18
1833925,1109,False,18
1833928,1109,True,18
1833930,1109,False,18
2661634,1110,True,1
28314,1111,True,1
562957,1112,True,1
201466,1113,True,1
201490,1114,True,1
2304511,1115,True,1
1034803,1116,True,1
159138,1117,True,1
2015061,1118,False,4
2015062,1118,False,4
2015063,1118,True,4
2015064,1118,False,4
2851137,1119,True,1
2486204,1120,True,1
2914978,1121,True,1
2018471,1122,True,1
11277,1123,True,1
3239316,1124,True,1
2217875,1125,True,1
35338,1126,True,1
2734392,1127,True,1
941340,1128,True,1
1890418,1129,True,1
2650668,1130,True,1
2817036,1131,True,1
2911995,1132,True,1
1034800,1133,True,1
2733038,1134,True,1
2940812,1135,True,1
3051319,1136,True,1
1027466,1137,True,1
3241300,1138,True,1
3077360,1139,True,1
2569589,1140,True,1
2734394,1141,True,1
2960741,1142,True,1
2767007,1143,True,1
2734393,1144,True,1
3078550,1145,True,1
2591803,1146,True,1
1289939,1147,True,1
3701622,1148,True,1
908872,1149,True,1
908873,1150,True,1
1697349,1151,True,1
3701623,1152,True,1
3701621,1153,True,1
1271872,1154,True,1
1271873,1155,True,1
2259111,1156,True,1
